component,singular_value,norm,variance_fraction,cumulative_variance_fraction,dominant_period_days,assigned_band,prefecture_code,variable
60,8.205853572225713,8.205853572225713,5.885355586387517e-05,0.9921700816825124,5.74816369359916,high_frequency,JP-13,rh
61,8.185272426659553,8.185272426659553,5.8558704246368155e-05,0.9922286403867587,5.74816369359916,high_frequency,JP-13,rh
62,8.177281747537632,8.177281747537632,5.844442694654086e-05,0.9922870848137053,7.362903225806452,subseasonal,JP-13,rh
63,8.171196231747075,8.171196231747075,5.835747087687086e-05,0.9923454422845822,7.362903225806452,subseasonal,JP-13,rh
64,8.150264572486778,8.150264572486778,5.805887221009062e-05,0.9924035011567923,7.362903225806452,subseasonal,JP-13,rh
65,8.136811157220713,8.136811157220713,5.786735806992898e-05,0.9924613685148622,37.013513513513516,seasonal_subannual,JP-13,rh
66,8.07421240573531,8.07421240573531,5.698040367511837e-05,0.9925183489185373,16.75229357798165,subseasonal,JP-13,rh
67,8.043118091146175,8.043118091146175,5.654237828898639e-05,0.9925748912968263,34.89171974522293,seasonal_subannual,JP-13,rh
68,8.040274893517571,8.040274893517571,5.650241052027853e-05,0.9926313937073465,34.89171974522293,seasonal_subannual,JP-13,rh
69,7.958802813252117,7.958802813252117,5.536313455662806e-05,0.9926867568419032,11.65531914893617,subseasonal,JP-13,rh
70,7.921803992363335,7.921803992363335,5.484958760180797e-05,0.992741606429505,9.08457711442786,subseasonal,JP-13,rh
71,7.862182297469947,7.862182297469947,5.402706811801901e-05,0.992795633497623,9.08457711442786,subseasonal,JP-13,rh
72,7.817123120131101,7.817123120131101,5.340957053827681e-05,0.9928490430681612,9.08457711442786,subseasonal,JP-13,rh
73,7.751709582662346,7.751709582662346,5.251944990306055e-05,0.9929015625180643,6.560479041916168,high_frequency,JP-13,rh
74,7.738110169991178,7.738110169991178,5.23353338322236e-05,0.9929538978518965,6.560479041916168,high_frequency,JP-13,rh
75,7.647437520035505,7.647437520035505,5.111602294775484e-05,0.9930050138748442,25.47906976744186,subseasonal,JP-13,rh
76,7.642994289429988,7.642994289429988,5.105664245657001e-05,0.9930560705173007,28.68062827225131,subseasonal,JP-13,rh
77,7.628390070838223,7.628390070838223,5.086171100619937e-05,0.9931069322283069,28.68062827225131,subseasonal,JP-13,rh
78,7.6095158756581185,7.6095158756581185,5.06103378419758e-05,0.9931575425661489,4.970961887477314,high_frequency,JP-13,rh
79,7.608292261713648,7.608292261713648,5.059406281551104e-05,0.9932081366289643,4.970961887477314,high_frequency,JP-13,rh
80,7.545272414108712,7.545272414108712,4.9759387947688286e-05,0.9932578960169121,6.282110091743119,high_frequency,JP-13,rh
81,7.500927175035365,7.500927175035365,4.9176212809978195e-05,0.993307072229722,9.764705882352942,subseasonal,JP-13,rh
82,7.494953233968395,7.494953233968395,4.9097913473141605e-05,0.9933561701431952,25.47906976744186,subseasonal,JP-13,rh
83,7.479364654843606,7.479364654843606,4.8893890645793324e-05,0.993405064033841,25.47906976744186,subseasonal,JP-13,rh
84,7.470300959451094,7.470300959451094,4.877546058238442e-05,0.9934538394944233,25.47906976744186,subseasonal,JP-13,rh
85,7.397622766422063,7.397622766422063,4.7831009155604175e-05,0.993501670503579,6.282110091743119,high_frequency,JP-13,rh
86,7.316207424311615,7.316207424311615,4.678398386207097e-05,0.993548454487441,10.657587548638132,subseasonal,JP-13,rh
87,7.311092493886245,7.311092493886245,4.671859119080805e-05,0.9935951730786318,10.657587548638132,subseasonal,JP-13,rh
88,7.27600448797231,7.27600448797231,4.6271235733795526e-05,0.9936414443143655,8.020497803806734,subseasonal,JP-13,rh
89,7.2158427740668,7.2158427740668,4.550921089157098e-05,0.993686953525257,19.494661921708186,subseasonal,JP-13,rh
90,7.211885653297938,7.211885653297938,4.5459310673289184e-05,0.9937324128359303,15.518413597733712,subseasonal,JP-13,rh
91,7.2089322646175535,7.2089322646175535,4.5422085589767465e-05,0.99377783492152,15.518413597733712,subseasonal,JP-13,rh
92,7.160597717422103,7.160597717422103,4.481503428233418e-05,0.9938226499558024,6.093437152391546,high_frequency,JP-13,rh
93,7.154729602622071,7.154729602622071,4.474161247587069e-05,0.9938673915682783,6.093437152391546,high_frequency,JP-13,rh
94,7.127599819639337,7.127599819639337,4.44029472955898e-05,0.9939117945155739,19.494661921708186,subseasonal,JP-13,rh
95,7.124000914839334,7.124000914839334,4.435811828156676e-05,0.9939561526338554,6.093437152391546,high_frequency,JP-13,rh
96,7.097624592190823,7.097624592190823,4.403025810644001e-05,0.9940001828919618,4.442822384428224,high_frequency,JP-13,rh
97,7.059015466387369,7.059015466387369,4.35525359986152e-05,0.9940437354279604,4.442822384428224,high_frequency,JP-13,rh
98,7.029758490999117,7.029758490999117,4.319226623949642e-05,0.9940869276941999,7.179554390563564,subseasonal,JP-13,rh
99,7.017609115638442,7.017609115638442,4.3043098784828646e-05,0.9941299707929847,5.318446601941747,high_frequency,JP-13,rh
100,7.0160913267691996,7.0160913267691996,4.30244818256223e-05,0.9941729952748103,4.460912052117264,high_frequency,JP-13,rh
101,6.96343226734312,6.96343226734312,4.238106761209778e-05,0.9942153763424224,7.217391304347826,subseasonal,JP-13,rh
102,6.945489335237762,6.945489335237762,4.216293929206834e-05,0.9942575392817145,5.840085287846482,high_frequency,JP-13,rh
103,6.928596828094723,6.928596828094723,4.1958095088155944e-05,0.9942994973768026,4.6502546689303905,high_frequency,JP-13,rh
104,6.918699199075095,6.918699199075095,4.183830487717463e-05,0.9943413356816797,9.191275167785234,subseasonal,JP-13,rh
105,6.917840870431276,6.917840870431276,4.182792466352324e-05,0.9943831636063433,9.191275167785234,subseasonal,JP-13,rh
106,6.898581195678037,6.898581195678037,4.159534607963066e-05,0.9944247589524229,13.938931297709923,subseasonal,JP-13,rh
107,6.897879353565772,6.897879353565772,4.158688292475875e-05,0.9944663458353477,13.938931297709923,subseasonal,JP-13,rh
108,6.88844771596541,6.88844771596541,4.147323516893547e-05,0.9945078190705166,5.318446601941747,high_frequency,JP-13,rh
109,6.8858560914657225,6.8858560914657225,4.144203428370615e-05,0.9945492611048002,5.318446601941747,high_frequency,JP-13,rh
110,6.880562962750022,6.880562962750022,4.137834613542204e-05,0.9945906394509356,4.8264317180616745,high_frequency,JP-13,rh
111,6.87664178310988,6.87664178310988,4.1331197175016536e-05,0.9946319706481106,10.89065606361829,subseasonal,JP-13,rh
112,6.87620037740876,6.87620037740876,4.132589131756028e-05,0.9946732965394282,10.89065606361829,subseasonal,JP-13,rh
113,6.841426317642421,6.841426317642421,4.090896476206782e-05,0.9947142055041902,4.8264317180616745,high_frequency,JP-13,rh
114,6.777032209267018,6.777032209267018,4.014248751333847e-05,0.9947543479917036,4.6502546689303905,high_frequency,JP-13,rh
115,6.760593066083187,6.760593066083187,3.9947975312300054e-05,0.9947942959670159,4.6502546689303905,high_frequency,JP-13,rh
116,6.725979180080929,6.725979180080929,3.953995937822305e-05,0.9948338359263941,5.397044334975369,high_frequency,JP-13,rh
117,6.720378842827472,6.720378842827472,3.947414147644616e-05,0.9948733100678705,5.397044334975369,high_frequency,JP-13,rh
118,6.6988978119155,6.6988978119155,3.9222194350779825e-05,0.9949125322622213,11.388773388773389,subseasonal,JP-13,rh
119,6.681662645930696,6.681662645930696,3.9020629428023966e-05,0.9949515528916494,11.388773388773389,subseasonal,JP-13,rh
120,6.605594277405255,6.605594277405255,3.8137214739521796e-05,0.9949896901063889,8.572769953051642,subseasonal,JP-13,rh
121,6.603278482384572,6.603278482384572,3.8110479070635016e-05,0.9950278005854596,8.572769953051642,subseasonal,JP-13,rh
122,6.563612041534502,6.563612041534502,3.765398867936536e-05,0.995065454574139,4.486486486486487,high_frequency,JP-13,rh
123,6.5604138719857765,6.5604138719857765,3.761730323832841e-05,0.9951030718773773,4.486486486486487,high_frequency,JP-13,rh
124,6.531068031546954,6.531068031546954,3.72815188171183e-05,0.9951403533961944,10.06985294117647,subseasonal,JP-13,rh
125,6.529240322656881,6.529240322656881,3.726065539060162e-05,0.995177614051585,10.06985294117647,subseasonal,JP-13,rh
126,6.510138839829851,6.510138839829851,3.704296002789285e-05,0.9952146570116129,9.364102564102563,subseasonal,JP-13,rh
127,6.509904907633294,6.509904907633294,3.7040297907920356e-05,0.9952516973095209,9.364102564102563,subseasonal,JP-13,rh
128,6.478547324146456,6.478547324146456,3.6684318259164556e-05,0.9952883816277801,6.838951310861423,high_frequency,JP-13,rh
129,6.452919053737833,6.452919053737833,3.639465577283008e-05,0.995324776283553,5.664943123061013,high_frequency,JP-13,rh
130,6.437279789112141,6.437279789112141,3.621845771114452e-05,0.9953609947412642,5.664943123061013,high_frequency,JP-13,rh
131,6.4258538495144135,6.4258538495144135,3.608999890335971e-05,0.9953970847401675,6.838951310861423,high_frequency,JP-13,rh
132,6.390487157989726,6.390487157989726,3.569382700161633e-05,0.9954327785671692,13.559405940594058,subseasonal,JP-13,rh
133,6.354833243965272,6.354833243965272,3.529665086048961e-05,0.9954680752180296,13.559405940594058,subseasonal,JP-13,rh
134,6.350975578430943,6.350975578430943,3.525381060335428e-05,0.9955033290286329,6.838951310861423,high_frequency,JP-13,rh
135,6.337764450482958,6.337764450482958,3.51072951005957e-05,0.9955384363237335,6.969465648854961,high_frequency,JP-13,rh
136,6.337198275777115,6.337198275777115,3.5101022865394496e-05,0.9955735373465989,6.969465648854961,high_frequency,JP-13,rh
137,6.314532369259623,6.314532369259623,3.485038411767849e-05,0.9956083877307166,4.078927773641102,high_frequency,JP-13,rh
138,6.299291818555039,6.299291818555039,3.468235961635292e-05,0.9956430700903329,4.078927773641102,high_frequency,JP-13,rh
139,6.268565514602373,6.268565514602373,3.434484176630418e-05,0.9956774149320993,8.388973966309342,subseasonal,JP-13,rh
140,6.240613717700061,6.240613717700061,3.403923446293945e-05,0.9957114541665623,3.119589977220957,high_frequency,JP-13,rh
141,6.23990762728711,6.23990762728711,3.4031532202070384e-05,0.9957454856987643,3.119589977220957,high_frequency,JP-13,rh
142,6.227739207432982,6.227739207432982,3.389893209973126e-05,0.995779384630864,4.213846153846154,high_frequency,JP-13,rh
143,6.225088098102346,6.225088098102346,3.387007711923288e-05,0.9958132547079832,4.780104712041885,high_frequency,JP-13,rh
144,6.222917927642669,6.222917927642669,3.384646587796686e-05,0.9958471011738612,4.780104712041885,high_frequency,JP-13,rh
145,6.207164549598687,6.207164549598687,3.3675317460797164e-05,0.995880776491322,4.213846153846154,high_frequency,JP-13,rh
146,6.176075621054498,6.176075621054498,3.333883283000807e-05,0.995914115324152,4.078927773641102,high_frequency,JP-13,rh
147,6.153966861219491,6.153966861219491,3.3100571184701335e-05,0.9959472158953366,4.54228855721393,high_frequency,JP-13,rh
148,6.150800662367289,6.150800662367289,3.3066519642848294e-05,0.9959802824149795,4.54228855721393,high_frequency,JP-13,rh
149,6.135066455442325,6.135066455442325,3.2897562773929976e-05,0.9960131799777534,9.888086642599278,subseasonal,JP-13,rh
150,6.131082685771136,6.131082685771136,3.2854852963544184e-05,0.996046034830717,9.888086642599278,subseasonal,JP-13,rh
151,6.051463949022347,6.051463949022347,3.2007081982477997e-05,0.9960780419126994,9.888086642599278,subseasonal,JP-13,rh
152,6.007009970448652,6.007009970448652,3.153856194887395e-05,0.9961095804746484,3.585078534031414,high_frequency,JP-13,rh
153,6.003528598542917,6.003528598542917,3.150201609747323e-05,0.9961410824907458,3.585078534031414,high_frequency,JP-13,rh
154,5.991935764273565,5.991935764273565,3.1380472559594755e-05,0.9961724629633054,3.157348703170029,high_frequency,JP-13,rh
155,5.989552735368691,5.989552735368691,3.1355517117561486e-05,0.9962038184804229,3.157348703170029,high_frequency,JP-13,rh
156,5.980349158273304,5.980349158273304,3.125922905970161e-05,0.9962350777094826,4.899821109123434,high_frequency,JP-13,rh
157,5.970858507496633,5.970858507496633,3.116009270000883e-05,0.9962662378021826,4.899821109123434,high_frequency,JP-13,rh
158,5.951755387381873,5.951755387381873,3.0961024922502895e-05,0.9962971988271051,4.286384976525821,high_frequency,JP-13,rh
159,5.949885541209685,5.949885541209685,3.094157410296067e-05,0.9963281404012081,4.286384976525821,high_frequency,JP-13,rh
160,5.897893130596565,5.897893130596565,3.0403177801412353e-05,0.9963585435790095,6.182844243792325,high_frequency,JP-13,rh
161,5.880810640442485,5.880810640442485,3.0227315051338774e-05,0.9963887708940609,6.141255605381166,high_frequency,JP-13,rh
162,5.846695694168914,5.846695694168914,2.9877631222023705e-05,0.9964186485252828,4.256410256410256,high_frequency,JP-13,rh
163,5.820803667909598,5.820803667909598,2.9613591658521427e-05,0.9964482621169414,4.256410256410256,high_frequency,JP-13,rh
164,5.796584822292809,5.796584822292809,2.936767546215274e-05,0.9964776297924035,6.141255605381166,high_frequency,JP-13,rh
165,5.763536240048847,5.763536240048847,2.903375702653624e-05,0.9965066635494301,4.7102321582115225,high_frequency,JP-13,rh
166,5.756672839597804,5.756672839597804,2.8964649574408933e-05,0.9965356281990044,4.69811320754717,high_frequency,JP-13,rh
167,5.750432345150495,5.750432345150495,2.8901885624729022e-05,0.9965645300846292,2.819351518270715,high_frequency,JP-13,rh
168,5.745433560469719,5.745433560469719,2.885165931146636e-05,0.9965933817439406,2.815005138746146,high_frequency,JP-13,rh
169,5.705172144856437,5.705172144856437,2.8448717177027488e-05,0.9966218304611176,5.516616314199395,high_frequency,JP-13,rh
170,5.702004661465783,5.702004661465783,2.8417136771630428e-05,0.9966502475978892,5.516616314199395,high_frequency,JP-13,rh
171,5.689880305528808,5.689880305528808,2.8296416709591876e-05,0.9966785440145988,4.001460920379839,high_frequency,JP-13,rh
172,5.671134896092172,5.671134896092172,2.8110277762413463e-05,0.9967066542923612,4.168949771689498,high_frequency,JP-13,rh
173,5.664993919844829,5.664993919844829,2.8049432415531142e-05,0.9967347037247767,4.165779467680609,high_frequency,JP-13,rh
174,5.662606824940635,5.662606824940635,2.8025798656641614e-05,0.9967627295234334,4.001460920379839,high_frequency,JP-13,rh
175,5.649954179870057,5.649954179870057,2.790069573819138e-05,0.9967906302191716,5.544534412955466,high_frequency,JP-13,rh
176,5.644863238030668,5.644863238030668,2.7850438047178245e-05,0.9968184806572188,5.544534412955466,high_frequency,JP-13,rh
177,5.628689839221258,5.628689839221258,2.7691075122645195e-05,0.9968461717323415,5.928571428571428,high_frequency,JP-13,rh
178,5.625885695672895,5.625885695672895,2.766349129415288e-05,0.9968738352236356,5.928571428571428,high_frequency,JP-13,rh
179,5.614714948642422,5.614714948642422,2.7553743217729258e-05,0.9969013889668533,3.371076923076923,high_frequency,JP-13,rh
180,5.591210042402388,5.591210042402388,2.7323529384744146e-05,0.996928712496238,3.371076923076923,high_frequency,JP-13,rh
181,5.569623940956688,5.569623940956688,2.7112959604774132e-05,0.9969558254558428,3.371076923076923,high_frequency,JP-13,rh
182,5.5454367066182915,5.5454367066182915,2.6877983754115072e-05,0.9969827034395969,3.4583333333333335,high_frequency,JP-13,rh
183,5.540656752614793,5.540656752614793,2.6831668139185303e-05,0.9970095351077362,4.001460920379839,high_frequency,JP-13,rh
184,5.515701841489978,5.515701841489978,2.6590514775008737e-05,0.9970361256225112,3.6206212822207533,high_frequency,JP-13,rh
185,5.514902068557555,5.514902068557555,2.6582804121756395e-05,0.9970627084266329,3.6206212822207533,high_frequency,JP-13,rh
186,5.482575344368507,5.482575344368507,2.6272076430611357e-05,0.9970889805030635,5.163053722902922,high_frequency,JP-13,rh
187,5.481863365480854,5.481863365480854,2.626525337829291e-05,0.9971152457564418,5.163053722902922,high_frequency,JP-13,rh
188,5.462280388665129,5.462280388665129,2.6077932717880512e-05,0.9971413236891598,2.964285714285714,high_frequency,JP-13,rh
189,5.4538151208036805,5.4538151208036805,2.599716585525167e-05,0.997167320855015,2.964285714285714,high_frequency,JP-13,rh
190,5.436085721473623,5.436085721473623,2.582841610885396e-05,0.9971931492711239,2.964285714285714,high_frequency,JP-13,rh
191,5.434242116845584,5.434242116845584,2.581090008155561e-05,0.9972189601712055,2.964285714285714,high_frequency,JP-13,rh
192,5.407593475931872,5.407593475931872,2.5558375846850877e-05,0.9972445185470523,5.163053722902922,high_frequency,JP-13,rh
193,5.373192079802635,5.373192079802635,2.5234221643850784e-05,0.9972697527686961,3.330091185410334,high_frequency,JP-13,rh
194,5.3728767706279275,5.3728767706279275,2.523126014609338e-05,0.9972949840288422,3.330091185410334,high_frequency,JP-13,rh
195,5.369889419991039,5.369889419991039,2.520321049227824e-05,0.9973201872393345,5.039558417663294,high_frequency,JP-13,rh
196,5.355911391372955,5.355911391372955,2.5072171412608205e-05,0.997345259410747,5.039558417663294,high_frequency,JP-13,rh
197,5.332982629676872,5.332982629676872,2.4857961998558398e-05,0.9973701173727456,3.7341513292433537,high_frequency,JP-13,rh
198,5.317229586567208,5.317229586567208,2.4711323533961067e-05,0.9973948286962796,4.131221719457013,high_frequency,JP-13,rh
199,5.310214205721066,5.310214205721066,2.464615990669096e-05,0.9974194748561863,4.131221719457013,high_frequency,JP-13,rh
200,5.301223476002546,5.301223476002546,2.456277367435674e-05,0.9974440376298607,4.131221719457013,high_frequency,JP-13,rh
201,5.264488465800542,5.264488465800542,2.4223535972512295e-05,0.9974682611658332,3.7341513292433537,high_frequency,JP-13,rh
202,5.2179142506765555,5.2179142506765555,2.379682720443443e-05,0.9974920579930376,3.3898514851485144,high_frequency,JP-13,rh
203,5.215021753486178,5.215021753486178,2.3770451463364073e-05,0.997515828444501,3.3898514851485144,high_frequency,JP-13,rh
204,5.199709308250201,5.199709308250201,2.3631065901618955e-05,0.9975394595104027,2.7348976535197203,high_frequency,JP-13,rh
205,5.198172597481856,5.198172597481856,2.361710021808204e-05,0.9975630766106207,2.7348976535197203,high_frequency,JP-13,rh
206,5.19614647877063,5.19614647877063,2.3598693086658917e-05,0.9975866753037074,3.949531362653208,high_frequency,JP-13,rh
207,5.169693099038506,5.169693099038506,2.335902465658627e-05,0.9976100343283639,4.04280442804428,high_frequency,JP-13,rh
208,5.151550850456107,5.151550850456107,2.3195362474296e-05,0.9976332296908382,4.04280442804428,high_frequency,JP-13,rh
209,5.151072277468529,5.151072277468529,2.3191053030938167e-05,0.9976564207438692,4.04280442804428,high_frequency,JP-13,rh
210,5.114123217186113,5.114123217186113,2.2859543664271282e-05,0.9976792802875335,2.7863682604272633,high_frequency,JP-13,rh
211,5.100191964704644,5.100191964704644,2.2735171096896892e-05,0.9977020154586304,2.7863682604272633,high_frequency,JP-13,rh
212,5.090762388462252,5.090762388462252,2.2651180200915696e-05,0.9977246666388313,3.5479274611398965,high_frequency,JP-13,rh
213,5.0857447494066985,5.0857447494066985,2.2606550565388436e-05,0.9977472731893967,3.1978984238178634,high_frequency,JP-13,rh
214,5.077522804831084,5.077522804831084,2.2533515220376727e-05,0.9977698067046171,3.1978984238178634,high_frequency,JP-13,rh
215,5.047418454672743,5.047418454672743,2.226710741147688e-05,0.9977920738120286,3.1978984238178634,high_frequency,JP-13,rh
216,4.989293917193816,4.989293917193816,2.1757217792560938e-05,0.9978138310298211,3.006586169045005,high_frequency,JP-13,rh
217,4.971791887392085,4.971791887392085,2.1604840489870097e-05,0.997835435870311,3.006586169045005,high_frequency,JP-13,rh
218,4.971103013608171,4.971103013608171,2.1598853925070983e-05,0.997857034724236,3.006586169045005,high_frequency,JP-13,rh
219,4.9439677864430625,4.9439677864430625,2.136369879215275e-05,0.9978783984230282,2.4945355191256833,high_frequency,JP-13,rh
220,4.937614813208784,4.937614813208784,2.130882958151583e-05,0.9978997072526097,2.4945355191256833,high_frequency,JP-13,rh
221,4.923655422509095,4.923655422509095,2.118851327141758e-05,0.997920895765881,4.316784869976359,high_frequency,JP-13,rh
222,4.912063257399371,4.912063257399371,2.1088859018345577e-05,0.9979419846248994,4.316784869976359,high_frequency,JP-13,rh
223,4.91157655558059,4.91157655558059,2.1084680131792486e-05,0.9979630693050312,3.262656343061346,high_frequency,JP-13,rh
224,4.905534086861351,4.905534086861351,2.1032833174059558e-05,0.9979841021382052,2.6761113825109915,high_frequency,JP-13,rh
225,4.9025426833598855,4.9025426833598855,2.1007189276360167e-05,0.9980051093274815,4.316784869976359,high_frequency,JP-13,rh
226,4.896182943208023,4.896182943208023,2.095272218921559e-05,0.9980260620496707,3.252969121140142,high_frequency,JP-13,rh
227,4.886818869000191,4.886818869000191,2.087265360262579e-05,0.9980469347032733,3.486950986632718,high_frequency,JP-13,rh
228,4.861283349246021,4.861283349246021,2.065508813824811e-05,0.9980675897914115,3.486950986632718,high_frequency,JP-13,rh
229,4.817451663574714,4.817451663574714,2.028429477321264e-05,0.9980878740861847,3.6568758344459282,high_frequency,JP-13,rh
