group_id,source_band,final_band,status,components,number_of_components,dominant_period_days,spectral_concentration,minimum_absolute_wcor,mean_absolute_wcor,singular_value_ratio,trajectory_energy_fraction
G035,subseasonal,subseasonal,accepted_cluster,"44,45",2,10.220149253731343,0.5828683761380119,0.9998372475660333,0.9998372475660333,0.9997293475568989,0.0029591776751993
G036,subseasonal,subseasonal,accepted_cluster,"42,43",2,19.634408602150536,0.5023948774412137,0.9998366169244505,0.9998366169244505,0.9993776868121005,0.0029713853897365998
G037,subseasonal,subseasonal,accepted_cluster,"104,105",2,27.527638190954775,0.4765544962001956,0.9973296064932027,0.9973296064932027,0.9995340379068915,0.0022957032624422004
G038,subseasonal,subseasonal,accepted_cluster,"98,99",2,20.59398496240601,0.5546871611770734,0.9937960860760338,0.9937960860760338,0.9997145326907113,0.0023279778153734
G039,subseasonal,subseasonal,accepted_cluster,"52,53",2,16.45045045045045,0.4534070752290665,0.9978050848916027,0.9978050848916027,0.9997039503943017,0.0028522939254997
G040,subseasonal,subseasonal,accepted_cluster,"58,60,61",3,15.00821917808219,0.4263976862042147,0.9099916131512592,0.9253324167157869,0.9965083707459659,0.0041323890906003
G041,subseasonal,subseasonal,singleton_candidate,59,1,8.237593984962405,0.2648204268186128,,,,0.001381815681733
G042,subseasonal,subseasonal,accepted_cluster,"65,66",2,13.042857142857141,0.5494276962915169,0.7810516841928652,0.7810516841928652,0.9995959140248433,0.0026860599756151
G043,subseasonal,seasonal_subannual,accepted_cluster,"64,67,71",3,39.98540145985402,0.22562083569093466,0.7729219440492138,0.8524276524523281,0.9908407059024662,0.0040049974578028995
G044,subseasonal,subseasonal,accepted_cluster,"124,125,127",3,10.182156133828997,0.38429929590015854,0.956957078569994,0.9708435072601027,0.9972044427056872,0.0031982129531738
G045,subseasonal,subseasonal,accepted_cluster,"106,107",2,11.630573248407643,0.5014996492100334,0.9984735473154108,0.9984735473154108,0.9997426000386512,0.0022808279814567
G046,subseasonal,subseasonal,accepted_cluster,"142,143",2,13.938931297709923,0.3163405720072403,0.8733415605169071,0.8733415605169071,0.9999169291403818,0.002057117106514
G047,subseasonal,subseasonal,singleton_candidate,135,1,11.532631578947367,0.2224368907334613,,,,0.0010358533919026
G048,subseasonal,subseasonal,singleton_candidate,136,1,11.532631578947367,0.18810268682399492,,,,0.0010337346990333
G049,subseasonal,subseasonal,accepted_cluster,"113,114",2,15.259052924791087,0.36992099295042985,0.9985851774038127,0.9985851774038127,0.9999430918320026,0.0022298027949113
G050,subseasonal,subseasonal,accepted_cluster,"115,116",2,24.026315789473685,0.4323174004833277,0.9685916934219221,0.9685916934219221,0.9984335544551887,0.0022088223418114
G051,subseasonal,subseasonal,accepted_cluster,"128,129",2,24.026315789473685,0.27115281611603986,0.911014070638536,0.911014070638536,0.999221193359187,0.0021026345475318
G052,subseasonal,subseasonal,accepted_cluster,"148,149",2,15.741379310344827,0.26571813996546834,0.9833090893033939,0.9833090893033939,0.9996399309110363,0.0020248249145352996
G053,subseasonal,subseasonal,accepted_cluster,"150,151",2,20.988505747126435,0.11182457184021266,0.9076403184194883,0.9076403184194883,0.9990761282668722,0.0020025270754948
G054,subseasonal,subseasonal,singleton_candidate,152,1,12.36568848758465,0.17999607145731666,,,,0.0009990255524787
G055,subseasonal,subseasonal,singleton_candidate,160,1,20.988505747126435,0.17825335277890936,,,,0.000979085869409
G056,subseasonal,subseasonal,accepted_cluster,"72,73",2,7.524725274725274,0.5215783754403617,0.9999787900581749,0.9999787900581749,0.9998623357258728,0.0026018908676824
G057,subseasonal,subseasonal,accepted_cluster,"18,19",2,7.715492957746479,0.6355460376784771,0.9999933828541697,0.9999933828541697,0.9996810746041741,0.0035880849896089
G058,subseasonal,subseasonal,accepted_cluster,"47,48,49,50",4,7.077519379844961,0.384849238360592,0.8173127533595581,0.904253726176446,0.9974777594390104,0.0057895615726967
G059,subseasonal,subseasonal,accepted_cluster,"29,30",2,8.681458003169572,0.5572248741746858,0.9998564883903186,0.9998564883903186,0.9997077859070305,0.0032875567607061
G060,subseasonal,subseasonal,accepted_cluster,"8,9",2,8.778846153846153,0.5920886080852337,0.9972410557108206,0.9972410557108206,0.9995504218812734,0.0040663623451255
G061,subseasonal,subseasonal,accepted_cluster,"54,55",2,9.412371134020619,0.4610925396757309,0.9969983652552509,0.9969983652552509,0.9996830365591312,0.0027943445674657
G062,subseasonal,subseasonal,accepted_cluster,"20,21",2,9.300509337860781,0.5914402665479472,0.9968679438744522,0.9968679438744522,0.9999407516040734,0.0033954234851272004
G063,subseasonal,subseasonal,accepted_cluster,"25,26",2,10.869047619047619,0.5079239591715518,0.9932441857287901,0.9932441857287901,0.9991515550836474,0.0033158774219952
G064,subseasonal,subseasonal,accepted_cluster,"82,83,84,85",4,17.96065573770492,0.2931481314135557,0.8236556644277543,0.9170052121637134,0.9945199687681734,0.0048820917874892
G065,subseasonal,subseasonal,accepted_cluster,"88,89",2,9.644366197183098,0.48074162631184275,0.9635617448398761,0.9635617448398761,0.9999424139138885,0.0023902093921592
G066,subseasonal,subseasonal,singleton_candidate,90,1,16.017543859649123,0.450513454079226,,,,0.0011915312001209
G067,subseasonal,subseasonal,accepted_cluster,"76,77",2,8.055882352941175,0.5776302774810027,0.9995234152418927,0.9995234152418927,0.9994609034781509,0.0025006890999132
G068,subseasonal,subseasonal,accepted_cluster,"94,95,100,101",4,8.626771653543306,0.28728303697168217,0.7956828314661444,0.8766583674621954,0.9929321323555089,0.0046722187917614
G069,subseasonal,subseasonal,accepted_cluster,"110,111",2,7.442934782608696,0.5159583215506228,0.999994535224335,0.999994535224335,0.9999725792165338,0.0022560090330219
G070,subseasonal,subseasonal,accepted_cluster,"192,193",2,7.566298342541436,0.15143338909676302,0.9836118685115004,0.9836118685115004,0.9997642558116827,0.0017742550775959
G071,subseasonal,subseasonal,singleton_candidate,276,1,7.555862068965517,0.237617292218285,,,,0.0007187899366018
G072,subseasonal,subseasonal,accepted_cluster,"198,199",2,7.882014388489209,0.52433985305791,0.8723455322284571,0.8723455322284571,0.9984809814919503,0.0017483863567055
G073,subseasonal,subseasonal,accepted_cluster,"194,195,196,197",4,15.430985915492958,0.370738641208409,0.7710794010509961,0.881791629174559,0.996642114764239,0.0035317886293027
G074,subseasonal,subseasonal,accepted_cluster,"184,185",2,21.912,0.5055358196147587,0.9998989878464203,0.9998989878464203,0.9994742058566275,0.0018258826004499
G075,subseasonal,subseasonal,accepted_cluster,"186,187",2,7.95065312046444,0.4674220275500595,0.9995761265916229,0.9995761265916229,0.9997741438257157,0.0018183654706586
G076,subseasonal,subseasonal,accepted_cluster,"182,183",2,8.3,0.27453162212163507,0.9986420451744623,0.9986420451744623,0.9997900935037228,0.0018393294753349001
G077,subseasonal,subseasonal,accepted_cluster,"118,119",2,9.08457711442786,0.3188279827841403,0.9984761797923598,0.9984761797923598,0.9999024291579685,0.0021878240981208002
G078,subseasonal,subseasonal,singleton_candidate,209,1,9.160535117056856,0.36273136463578803,,,,0.0008459995716378
G079,subseasonal,subseasonal,accepted_cluster,"180,181",2,9.33219761499148,0.5142960796586203,0.9997937466869201,0.9997937466869201,0.9997531222375926,0.0018472095085486
G080,subseasonal,subseasonal,singleton_candidate,339,1,9.20672268907563,0.18086284392650442,,,,0.0006269816321265
G081,subseasonal,subseasonal,accepted_cluster,"170,171,173,175",4,11.20245398773006,0.45436581816219973,0.730944979756911,0.8294099524704598,0.9979674324298887,0.0037808283119959
G082,subseasonal,subseasonal,singleton_candidate,169,1,8.559375,0.3644621704531702,,,,0.0009496122606143
G083,subseasonal,subseasonal,accepted_cluster,"266,267",2,9.576923076923077,0.25503637149010283,0.9407109173389174,0.9407109173389174,0.9971196415269644,0.0014733924051767
G084,subseasonal,subseasonal,singleton_candidate,191,1,10.474187380497131,0.5539812030598557,,,,0.0009046131442679
G085,subseasonal,subseasonal,accepted_cluster,"250,251",2,13.695,0.28903458104797275,0.8912911064011266,0.8912911064011266,0.9995523275787322,0.0015205596151121
G086,subseasonal,subseasonal,accepted_cluster,"248,249",2,8.921824104234528,0.24010181826903831,0.7498786405568596,0.7498786405568596,0.9989735412475356,0.0015232952042133
G087,subseasonal,subseasonal,accepted_cluster,"259,260",2,26.085714285714282,0.405437752424429,0.8918612087895748,0.8918612087895748,0.9993327370108792,0.0014957568458439999
G088,subseasonal,subseasonal,accepted_cluster,"254,255",2,20.440298507462686,0.10773791195831181,0.9342124309146244,0.9342124309146244,0.9990336237199975,0.0015076992961757
G089,subseasonal,subseasonal,singleton_candidate,252,1,7.997080291970803,0.23034658852299794,,,,0.0007567237270434
G090,subseasonal,subseasonal,singleton_candidate,394,1,8.892857142857142,0.07897337231290046,,,,0.0005426459096355
G091,subseasonal,subseasonal,singleton_candidate,395,1,8.892857142857142,0.058595624718374845,,,,0.0005379092648929
G092,subseasonal,subseasonal,singleton_candidate,393,1,11.831533477321813,0.11552754411881459,,,,0.0005437239532795
G093,subseasonal,subseasonal,singleton_candidate,348,1,11.066666666666666,0.14985379876887248,,,,0.0006162058535397
G094,subseasonal,subseasonal,singleton_candidate,356,1,22.450819672131146,0.09240867232336752,,,,0.0006056618165554
G095,subseasonal,subseasonal,singleton_candidate,359,1,7.274900398406375,0.12660065009844723,,,,0.0006015462050768
G096,subseasonal,subseasonal,singleton_candidate,352,1,7.2652519893899195,0.15735941877993875,,,,0.0006092374091373
G097,subseasonal,subseasonal,accepted_cluster,"362,366",2,15.518413597733712,0.24833134091240125,0.745722623582461,0.745722623582461,0.9966743875001944,0.001190117165519
G098,subseasonal,subseasonal,singleton_candidate,375,1,15.518413597733712,0.13920127217863046,,,,0.0005764445166355
G099,subseasonal,subseasonal,singleton_candidate,365,1,15.518413597733712,0.11279148245121347,,,,0.0005939798606375
G100,subseasonal,subseasonal,accepted_cluster,"355,358",2,11.066666666666666,0.11857601264758638,0.7273496457404262,0.7273496457404262,0.9968079176321077,0.0012084761225122
G101,subseasonal,subseasonal,singleton_candidate,354,1,11.066666666666666,0.17195589209070808,,,,0.0006074378358059
G102,subseasonal,subseasonal,singleton_candidate,370,1,11.089068825910932,0.1106544759440653,,,,0.0005840758352553
G103,subseasonal,subseasonal,singleton_candidate,360,1,11.089068825910932,0.13631764317665251,,,,0.0005994522293553
G104,subseasonal,subseasonal,singleton_candidate,357,1,16.80368098159509,0.23051749222434542,,,,0.0006049732234711
G105,subseasonal,subseasonal,singleton_candidate,376,1,8.892857142857142,0.06760229202794865,,,,0.0005736967966915
G106,subseasonal,subseasonal,singleton_candidate,312,1,15.132596685082872,0.09606893611958243,,,,0.0006686006874821
G107,subseasonal,subseasonal,singleton_candidate,320,1,18.696245733788395,0.1122445644954359,,,,0.000657275547695
G108,subseasonal,subseasonal,accepted_cluster,"325,328",2,18.696245733788395,0.24587062279612484,0.8026202916834277,0.8026202916834277,0.9961392846221881,0.0012938953825396
G109,subseasonal,subseasonal,singleton_candidate,323,1,18.696245733788395,0.11510942300162406,,,,0.0006527309886013
G110,subseasonal,subseasonal,singleton_candidate,308,1,9.576923076923077,0.09322843815453492,,,,0.0006743709314281
G111,subseasonal,subseasonal,singleton_candidate,297,1,9.764705882352942,0.30759517691488,,,,0.0006884858711066
G112,subseasonal,subseasonal,singleton_candidate,299,1,9.764705882352942,0.12856335571690022,,,,0.0006852688498489
G113,subseasonal,subseasonal,accepted_cluster,"293,314",2,11.780645161290323,0.21191687329683295,0.7135481425081542,0.7135481425081542,0.9793145170988534,0.0013605150967146
G114,subseasonal,subseasonal,accepted_cluster,"310,313,316",3,15.132596685082872,0.23076306260559257,0.7375676689920568,0.7662510978827388,0.9936000979810093,0.0020011967555854998
G115,subseasonal,subseasonal,accepted_cluster,"305,309",2,15.132596685082872,0.20075922295992235,0.7078889397102838,0.7078889397102838,0.9951364171977288,0.001350782644585
G116,subseasonal,subseasonal,singleton_candidate,317,1,13.360975609756098,0.13572528856392338,,,,0.0006610402607816
G117,subseasonal,subseasonal,accepted_cluster,"218,219",2,7.03209242618742,0.35165842094304717,0.8296250905923429,0.8296250905923429,0.9987917160302154,0.0016456470781139
G118,subseasonal,subseasonal,accepted_cluster,"225,253",2,19.087108013937282,0.2395034730274291,0.7133828669512218,0.7133828669512218,0.9644140810675796,0.0015690633289871
G119,subseasonal,subseasonal,accepted_cluster,"268,269",2,16.255192878338278,0.27815605650620423,0.9407856161690289,0.9407856161690289,0.9979777271364196,0.0014619451953587
G120,subseasonal,subseasonal,accepted_cluster,"230,231",2,16.54984894259819,0.24039334905243756,0.8883200606823611,0.8883200606823611,0.9981587547511362,0.0015813132242587
G121,subseasonal,subseasonal,accepted_cluster,"221,226",2,11.044354838709678,0.222997746944624,0.7789904397232091,0.7789904397232091,0.9950747360300188,0.0016316810040567001
G122,subseasonal,subseasonal,singleton_candidate,224,1,18.259999999999998,0.24205630057020164,,,,0.0008142075583432
G123,subseasonal,subseasonal,singleton_candidate,227,1,25.013698630136986,0.19545773570694083,,,,0.0008059185052873
G124,subseasonal,subseasonal,accepted_cluster,"158,159",2,8.176119402985075,0.5729313224173224,0.9969914668059342,0.9969914668059342,0.9995816620629034,0.001978148038601
G125,subseasonal,subseasonal,accepted_cluster,"153,155",2,12.36568848758465,0.5964144553733853,0.9154807421840558,0.9154807421840558,0.999260767257328,0.0019936003518789998
G126,subseasonal,subseasonal,singleton_candidate,156,1,12.36568848758465,0.19585627593848862,,,,0.0009951006781172
G127,subseasonal,subseasonal,accepted_cluster,"165,166",2,7.303999999999999,0.538875733772417,0.9978129416339733,0.9978129416339733,0.9996495677744371,0.0019345662012658
G128,subseasonal,subseasonal,accepted_cluster,"163,167",2,28.831578947368417,0.362947921523845,0.8483738947768543,0.8483738947768543,0.9951963927610651,0.0019378553521283
G129,high_frequency,high_frequency,accepted_cluster,"146,147",2,3.6913746630727764,0.5134835091568177,0.9997883297361011,0.9997883297361011,0.9999527065894105,0.002029033962618
G130,high_frequency,high_frequency,accepted_cluster,"139,141",2,3.706359945872801,0.4568619871672385,0.980412344783983,0.980412344783983,0.9995699675638764,0.002059808794847
G131,high_frequency,high_frequency,accepted_cluster,"138,140",2,3.706359945872801,0.2326811544818085,0.868697264913117,0.868697264913117,0.9991415233798523,0.0020610332246739
G132,high_frequency,high_frequency,accepted_cluster,"216,217",2,3.1178144564598744,0.510269180348271,0.9994588872925199,0.9994588872925199,0.9995590932180645,0.0016542941303011
G133,high_frequency,high_frequency,accepted_cluster,"206,207,208",3,5.846318036286019,0.3952599847877608,0.9133011133092459,0.9487134617541922,0.9985534110584542,0.002547131499818
G134,high_frequency,high_frequency,accepted_cluster,"200,201",2,6.771322620519159,0.334119634037656,0.9926568058293408,0.9926568058293408,0.9994366202778344,0.0017433729022322
G135,high_frequency,high_frequency,accepted_cluster,"202,203",2,5.846318036286019,0.3215575943244839,0.9878079179004405,0.9878079179004405,0.9988431353042589,0.0017192979594291
G136,high_frequency,high_frequency,accepted_cluster,"243,245",2,4.966455122393472,0.3007804129557026,0.9307313889413344,0.9307313889413344,0.998739103322618,0.0015338689205148
G137,high_frequency,high_frequency,accepted_cluster,"240,241",2,5.670807453416149,0.1827489606349064,0.8882148781960393,0.8882148781960393,0.9991477024527186,0.0015389563323367
G138,high_frequency,high_frequency,singleton_candidate,238,1,4.966455122393472,0.162339183374957,,,,0.000771825540695
G139,high_frequency,high_frequency,accepted_cluster,"213,214",2,5.058171745152355,0.38818890297406855,0.9973425391656968,0.9973425391656968,0.9995293763151916,0.0016663785988727002
G140,high_frequency,high_frequency,accepted_cluster,"220,222,223",3,4.210607225211376,0.35734157217797263,0.7095871343823107,0.8062720550100164,0.9984292719317902,0.0024589307774883
G141,high_frequency,high_frequency,accepted_cluster,"261,262,263,265",4,3.8659139026111498,0.24103729964657597,0.7565885595329788,0.8852469888589966,0.996558601046837,0.0029734579262406997
G142,high_frequency,high_frequency,singleton_candidate,264,1,3.3814814814814813,0.5384187188464437,,,,0.000741498707538
G143,high_frequency,high_frequency,accepted_cluster,"228,229",2,6.148148148148148,0.41394808866503324,0.9850152678617393,0.9850152678617393,0.9999014657704123,0.001587072437546
G144,high_frequency,high_frequency,accepted_cluster,"257,258",2,6.960609911054638,0.264059525896561,0.8068072107468263,0.8068072107468263,0.9996885904011399,0.001500313428673
G145,high_frequency,high_frequency,singleton_candidate,236,1,6.960609911054638,0.2841195655833849,,,,0.0007777648334721
G146,high_frequency,high_frequency,accepted_cluster,"274,275,277,278",4,3.507042253521127,0.4527287501377201,0.7395462359197895,0.8095167908626495,0.99468661721185,0.0028712249908994
G147,high_frequency,high_frequency,singleton_candidate,270,1,5.973827699018539,0.11125227818543963,,,,0.0007289565654703
G148,high_frequency,high_frequency,singleton_candidate,271,1,5.138836772983114,0.20371708603826688,,,,0.0007268044359585
G149,high_frequency,high_frequency,accepted_cluster,"283,287",2,4.599496221662469,0.1751716407838989,0.8602268704149888,0.8602268704149888,0.9955772248994121,0.0014086767551665
G150,high_frequency,high_frequency,accepted_cluster,"281,282",2,4.599496221662469,0.3709677748302788,0.7640642263908091,0.7640642263908091,0.9993084493241453,0.0014176169332003
G151,high_frequency,high_frequency,singleton_candidate,291,1,4.599496221662469,0.15340454249112698,,,,0.0006969020211176
G152,high_frequency,high_frequency,accepted_cluster,"284,285,292",3,3.1072036301758366,0.47944112241589387,0.8365031139905569,0.8852960192176154,0.9926787205435117,0.0021054633799214
G153,high_frequency,high_frequency,accepted_cluster,"286,288,289",3,3.1072036301758366,0.34509655389909316,0.8270164935832839,0.8665097803243951,0.9984390957382784,0.0021007615686756
G154,high_frequency,high_frequency,singleton_candidate,290,1,5.947882736156352,0.30655309896034794,,,,0.0006982774943883
G155,high_frequency,high_frequency,singleton_candidate,298,1,5.4183976261127595,0.3563816744723917,,,,0.0006870523588631
G156,high_frequency,high_frequency,singleton_candidate,303,1,5.4183976261127595,0.21824911493808624,,,,0.0006808122297668
G157,high_frequency,high_frequency,singleton_candidate,306,1,4.468189233278956,0.2868837328955433,,,,0.0006758273831141
G158,high_frequency,high_frequency,singleton_candidate,296,1,3.1072036301758366,0.10460290671738216,,,,0.0006891228733773
G159,high_frequency,high_frequency,accepted_cluster,"318,319,322",3,3.5479274611398965,0.4070410885192432,0.7088471674209634,0.7847364072713664,0.99567071158088,0.0019723188829922998
G160,high_frequency,high_frequency,accepted_cluster,"330,336",2,3.5710560625814862,0.23495384275066608,0.7930232756467367,0.7930232756467367,0.9933039471482479,0.0012719480983732
G161,high_frequency,high_frequency,accepted_cluster,"329,331",2,3.0215113072255932,0.1963322026342047,0.7794561159090068,0.7794561159090068,0.9958108811903003,0.0012801607292282
G162,high_frequency,high_frequency,accepted_cluster,"301,307",2,3.585078534031414,0.4809792298241398,0.8207439705883092,0.8207439705883092,0.9938633654305266,0.0013593519354281
G163,high_frequency,high_frequency,accepted_cluster,"300,304",2,3.585078534031414,0.3402358750236457,0.7441707539942504,0.7441707539942504,0.9959005850520478,0.0013643555973317
G164,high_frequency,high_frequency,accepted_cluster,"321,327",2,4.468189233278956,0.23920741621820674,0.758048617767667,0.758048617767667,0.9923975810462977,0.0013017642642934
G165,high_frequency,high_frequency,singleton_candidate,315,1,4.468189233278956,0.30034493308079707,,,,0.0006635348484567
G166,high_frequency,high_frequency,singleton_candidate,302,1,3.585078534031414,0.08448561679889581,,,,0.0006826101447332
G167,high_frequency,high_frequency,singleton_candidate,311,1,4.468189233278956,0.09428739420988771,,,,0.0006691358588149
G168,high_frequency,high_frequency,singleton_candidate,363,1,3.162817551963048,0.08249235574781388,,,,0.0005954894984076
G169,high_frequency,high_frequency,singleton_candidate,367,1,6.0664451827242525,0.10608549064890824,,,,0.0005895126451804
G170,high_frequency,high_frequency,singleton_candidate,353,1,3.162817551963048,0.10673530764981179,,,,0.0006079490994558
G171,high_frequency,high_frequency,singleton_candidate,369,1,3.162817551963048,0.21187739206145584,,,,0.0005869026106388
G172,high_frequency,high_frequency,singleton_candidate,372,1,2.6734992679355782,0.08224030123432045,,,,0.000582041169596
G173,high_frequency,high_frequency,singleton_candidate,379,1,3.681451612903226,0.06677071017246748,,,,0.0005685191199345
G174,high_frequency,high_frequency,singleton_candidate,382,1,3.681451612903226,0.10783794427721044,,,,0.0005629674700585
G175,high_frequency,high_frequency,singleton_candidate,361,1,3.681451612903226,0.05841498829123195,,,,0.0005977440076881
G176,high_frequency,high_frequency,singleton_candidate,383,1,6.354988399071925,0.19581351650728843,,,,0.0005612343254779
G177,high_frequency,high_frequency,singleton_candidate,399,1,2.544356711565258,0.13832056758608993,,,,0.0005326465230635
G178,high_frequency,high_frequency,accepted_cluster,"378,385",2,5.129213483146067,0.16981098665898545,0.7074193701484804,0.7074193701484804,0.9903147846411998,0.0011296439526273
G179,high_frequency,high_frequency,singleton_candidate,396,1,6.354988399071925,0.09636556109400451,,,,0.0005376907279571
G180,high_frequency,high_frequency,singleton_candidate,400,1,6.354988399071925,0.0788628768597278,,,,0.0005295844950227
G181,high_frequency,high_frequency,singleton_candidate,389,1,5.386430678466076,0.07579724020512155,,,,0.0005509504154834
G182,high_frequency,high_frequency,singleton_candidate,397,1,3.642287234042553,0.14286181413516538,,,,0.0005351147097355
G183,high_frequency,high_frequency,singleton_candidate,387,1,2.544356711565258,0.09628779411368987,,,,0.0005538810841502
G184,high_frequency,high_frequency,singleton_candidate,392,1,3.7779310344827586,0.19365189775966404,,,,0.0005454303645411
G185,high_frequency,high_frequency,singleton_candidate,398,1,2.544356711565258,0.20392329533876574,,,,0.0005333521896099
G186,high_frequency,high_frequency,accepted_cluster,"373,384",2,2.6734992679355782,0.4241102811782254,0.7358770970610722,0.7358770970610722,0.9830196816922555,0.0011392894145740998
G187,high_frequency,high_frequency,singleton_candidate,390,1,5.909385113268608,0.1563209194687095,,,,0.0005487005033192
G188,high_frequency,high_frequency,singleton_candidate,380,1,6.127516778523489,0.11142354492752655,,,,0.0005676391604661
G189,high_frequency,high_frequency,singleton_candidate,381,1,6.120670391061452,0.08771553344094818,,,,0.000566432763084
G190,high_frequency,high_frequency,accepted_cluster,"377,388",2,3.8280922431865827,0.08865699860753085,0.7124820620108667,0.7124820620108667,0.9831915474272636,0.001125349355615
G191,high_frequency,high_frequency,singleton_candidate,386,1,3.820083682008368,0.1526815711793672,,,,0.0005551627637379
G192,high_frequency,high_frequency,singleton_candidate,391,1,3.820083682008368,0.0654780565474447,,,,0.000547239550909
