variable,component,band,mean_band_power_fraction,median_band_power_fraction,min_band_power_fraction,max_band_power_fraction
cases,original,interannual_1_3_years,0.06706800952915588,0.056981902950205554,0.0145163129734731,0.1826138074143787
cases,original,low_frequency_gt_3_years,0.005171084042652393,0.0031546857049447,0.0005674605243924,0.0610119275720033
cases,original,seasonal_30_150_days,0.05549642463111004,0.0558462084048967,0.0413660128549788,0.0686291656047312
cases,original,semiannual_150_300_days,0.02233059100589895,0.018166228809534002,0.0091985160139326,0.0669007513200729
cases,original,subseasonal_7_30_days,0.18644589536010486,0.19330985411590962,0.1106979663098264,0.2240932724790428
cases,reconstructed_signal,annual_300_430_days,0.1432153223525015,0.12090584027476015,0.0247608125640751,0.3566542964488324
cases,reconstructed_signal,high_frequency_2_7_days,0.5809444183689514,0.5984731183224318,0.3066662247955098,0.6786662172671202
cases,reconstructed_signal,interannual_1_3_years,0.06706800952915584,0.05698190295020545,0.014516312973473,0.1826138074143785
cases,reconstructed_signal,low_frequency_gt_3_years,0.005171084042652387,0.0031546857049447,0.0005674605243924,0.0610119275720033
cases,reconstructed_signal,seasonal_30_150_days,0.05549642463111004,0.0558462084048967,0.0413660128549788,0.0686291656047312
cases,reconstructed_signal,semiannual_150_300_days,0.022330591005898955,0.01816622880953405,0.0091985160139326,0.0669007513200729
cases,reconstructed_signal,subseasonal_7_30_days,0.18644589536010484,0.19330985411590962,0.1106979663098265,0.2240932724790428
cases,reconstruction_residual,annual_300_430_days,0.07383174233325183,0.0398965161784759,0.0012277376673252,0.3147872931069742
cases,reconstruction_residual,high_frequency_2_7_days,0.6534211893226898,0.6761631877448673,0.4642438262555557,0.7362334724904346
cases,reconstruction_residual,interannual_1_3_years,0.03623109888270744,0.02101676015551235,0.0024645917952771,0.1421539641927943
cases,reconstruction_residual,low_frequency_gt_3_years,0.0029775280987996543,0.001658174018405,0.0003154697828215,0.0120245981827732
cases,reconstruction_residual,seasonal_30_150_days,0.05152641658882562,0.0512218885963457,0.0317903332111645,0.0868192317231504
cases,reconstruction_residual,semiannual_150_300_days,0.014730040895144483,0.01357234676153035,0.0034673657539931,0.0719050080523295
cases,reconstruction_residual,subseasonal_7_30_days,0.19879172401386064,0.2023674815147842,0.1464473026592746,0.2355488783520502
cases,seasonal_subannual,annual_300_430_days,2.9219573919388636e-05,2.1664510662745385e-05,2.3855153614733525e-06,0.0001928278550853
cases,seasonal_subannual,high_frequency_2_7_days,0.01422570558677312,0.010289883388631849,0.0005553890441939,0.0539998272833172
cases,seasonal_subannual,interannual_1_3_years,0.00033998144385216064,0.00022739411455795,3.5238527285377955e-05,0.0016500214010625
cases,seasonal_subannual,low_frequency_gt_3_years,9.007077789910442e-05,5.1933769594664965e-05,1.3474705310442388e-05,0.00070324204712
cases,seasonal_subannual,seasonal_30_150_days,0.9392721589547144,0.9455877183317711,0.8409441508079981,0.994420458022937
cases,seasonal_subannual,semiannual_150_300_days,0.008093107153839678,0.00292054131525165,0.0007525787176044,0.0996991089674541
cases,seasonal_subannual,subseasonal_7_30_days,0.03796296835725812,0.0339353514792086,0.0007876856549093,0.1041010952064705
cases,semiannual,annual_300_430_days,0.000320709286577487,0.0002115544023357,2.1066751068038788e-05,0.0018024420423128
cases,semiannual,high_frequency_2_7_days,0.0006276269792016648,3.722662014073703e-08,2.7334569458944566e-09,0.0160842081527471
cases,semiannual,interannual_1_3_years,0.0018246688521564931,0.0012255815261634,6.163843132991442e-06,0.0162789245298032
cases,semiannual,low_frequency_gt_3_years,0.0002962238067354055,0.0002299761191126,2.31114019048637e-05,0.0013021094368299
cases,semiannual,seasonal_30_150_days,0.0666519607541348,0.019622934086954,0.0023150308482395,0.5716091250777513
cases,semiannual,semiannual_150_300_days,0.9260014648881844,0.9781710347337768,0.4226789478450278,0.9957127237052096
cases,semiannual,subseasonal_7_30_days,0.004375803778009663,1.072419413166183e-06,8.536558553164748e-08,0.1910602522659917
cases,subseasonal,annual_300_430_days,7.162113471043159e-07,1.8445756270287273e-07,8.66272455905864e-09,1.3855501887645276e-05
cases,subseasonal,high_frequency_2_7_days,0.0701412309511297,0.06496620039838,0.0313963400224675,0.1372419357780855
cases,subseasonal,interannual_1_3_years,5.831956159115331e-06,2.803016325234168e-06,1.3835142729966925e-07,6.748893229847292e-05
cases,subseasonal,low_frequency_gt_3_years,2.1232844109731803e-06,1.6002163254374988e-06,1.8015247918875544e-07,6.958687796296126e-06
cases,subseasonal,seasonal_30_150_days,0.02286901964633506,0.0192807627172724,0.0066732579251783,0.0470230099587141
cases,subseasonal,semiannual_150_300_days,0.0001213962069797401,1.4267330208496364e-05,7.313071402547993e-08,0.0033256939958899
cases,subseasonal,subseasonal_7_30_days,0.9068599813784237,0.9101586196350189,0.828105408268534,0.9465576661639642
cases,trend,annual_300_430_days,0.001025737899887885,0.0006667905526189,5.9773127554907885e-05,0.0051494037829599
cases,trend,high_frequency_2_7_days,1.7052342081241358e-08,1.4731554017908208e-08,4.748137936680224e-10,7.585097516930063e-08
cases,trend,interannual_1_3_years,0.3115028999460644,0.32893985210842835,0.126128200327607,0.5486587098894308
cases,trend,low_frequency_gt_3_years,0.686383058545913,0.6683119701924956,0.4500792505192583,0.8735727112930131
cases,trend,seasonal_30_150_days,0.00019036197658052004,0.00014266049739615,1.669720561664344e-05,0.000840284046917
cases,trend,semiannual_150_300_days,0.001826345994390763,0.0012475804645943,0.0002039375802665,0.0140912103978585
cases,trend,subseasonal_7_30_days,1.0497598601566816e-06,7.383963388272812e-07,3.2670043277723936e-08,4.556109857456818e-06
incidence_per_100k,annual,annual_300_430_days,0.9362528742627924,0.9403800450918385,0.8348118150826193,0.9582503167926008
incidence_per_100k,annual,high_frequency_2_7_days,2.091091237231747e-09,1.6553700199895332e-09,3.0762900539225004e-10,7.039169917350945e-09
incidence_per_100k,annual,interannual_1_3_years,0.41509209434812494,0.41635128646912767,0.3899408387762378,0.4330728288978088
incidence_per_100k,annual,low_frequency_gt_3_years,0.0007033285944989523,0.0006859214696108,0.0002489295781502,0.001354001134604
incidence_per_100k,annual,seasonal_30_150_days,5.1533957828136436e-05,4.553151120309652e-05,8.752228110689917e-06,0.0001720246372185
incidence_per_100k,annual,semiannual_150_300_days,0.044503363317728015,0.04133361268087195,0.0324239848495739,0.1099887205468968
incidence_per_100k,annual,subseasonal_7_30_days,1.2742122806933583e-07,1.0360688842558779e-07,2.1433544786329053e-08,4.470414751748227e-07
incidence_per_100k,high_frequency,annual_300_430_days,6.814326029048573e-08,1.889469850219569e-08,4.6358813856220653e-10,6.513166099038501e-07
incidence_per_100k,high_frequency,high_frequency_2_7_days,0.9674716642787713,0.9697159299069675,0.9479287931981591,0.9779366407506018
incidence_per_100k,high_frequency,interannual_1_3_years,7.650885781143682e-07,3.892471355988416e-07,7.082864358424728e-09,4.123069245679942e-06
incidence_per_100k,high_frequency,low_frequency_gt_3_years,2.8500150771602123e-07,2.0213203304463415e-07,3.5423961624021386e-08,1.521016014839261e-06
incidence_per_100k,high_frequency,seasonal_30_150_days,0.002831870164500585,0.00267323272171225,0.0007901458505786,0.0061783414917503
incidence_per_100k,high_frequency,semiannual_150_300_days,2.498801892680094e-05,1.0222336669522769e-06,6.375269803614056e-09,0.0003735887333915
incidence_per_100k,high_frequency,subseasonal_7_30_days,0.02967039196817482,0.0274444368382902,0.0204797546537213,0.0511756579598358
incidence_per_100k,original,annual_300_430_days,0.14372498516859228,0.12152455662226949,0.0245999064425406,0.3567040584849558
incidence_per_100k,original,high_frequency_2_7_days,0.5804394087885337,0.5967522736500671,0.3094034136894784,0.6791269090024922
incidence_per_100k,original,interannual_1_3_years,0.0672680114832612,0.057519336192971754,0.0142643284539545,0.1813532447540261
incidence_per_100k,original,low_frequency_gt_3_years,0.005309749238259515,0.0033644018558027502,0.0005417181472109,0.059490262622667
incidence_per_100k,original,seasonal_30_150_days,0.05546617790127481,0.055753715647964,0.041369260864726,0.0695738958028763
incidence_per_100k,original,semiannual_150_300_days,0.022332130080024364,0.018419702903830798,0.0092908671498379,0.0660065296587311
incidence_per_100k,original,subseasonal_7_30_days,0.1863623383507336,0.1929240222961344,0.1116605133359546,0.2241814422278802
incidence_per_100k,reconstructed_signal,annual_300_430_days,0.14372498516859222,0.12152455662226969,0.0245999064425406,0.3567040584849557
incidence_per_100k,reconstructed_signal,high_frequency_2_7_days,0.5804394087885337,0.596752273650067,0.3094034136894783,0.6791269090024922
incidence_per_100k,reconstructed_signal,interannual_1_3_years,0.06726801148326118,0.05751933619297165,0.0142643284539545,0.1813532447540261
incidence_per_100k,reconstructed_signal,low_frequency_gt_3_years,0.005309749238259521,0.0033644018558027502,0.0005417181472109,0.0594902626226672
incidence_per_100k,reconstructed_signal,seasonal_30_150_days,0.05546617790127481,0.055753715647964,0.041369260864726,0.0695738958028763
incidence_per_100k,reconstructed_signal,semiannual_150_300_days,0.02233213008002435,0.01841970290383075,0.0092908671498379,0.066006529658731
incidence_per_100k,reconstructed_signal,subseasonal_7_30_days,0.1863623383507336,0.19292402229613437,0.1116605133359546,0.2241814422278803
incidence_per_100k,reconstruction_residual,annual_300_430_days,0.06612288771186987,0.0303193996897672,0.0004784749172254,0.2964242400642823
incidence_per_100k,reconstruction_residual,high_frequency_2_7_days,0.6502071357973433,0.6641315108993351,0.4423052914274717,0.7221774133148102
incidence_per_100k,reconstruction_residual,interannual_1_3_years,0.03253491264737054,0.0189570193807189,0.0022838953191416,0.1330035042089656
incidence_per_100k,reconstruction_residual,low_frequency_gt_3_years,0.0038893532214857415,0.00167881234109425,0.0002916596696881,0.034220158149732
incidence_per_100k,reconstruction_residual,seasonal_30_150_days,0.051856304790189454,0.0526276917733614,0.0312288730994785,0.0703075181752156
incidence_per_100k,reconstruction_residual,semiannual_150_300_days,0.01961258204314538,0.01231635756192935,0.0034911610240554,0.0935121721579804
incidence_per_100k,reconstruction_residual,subseasonal_7_30_days,0.20366657511924705,0.20812681742310002,0.1577715198819688,0.2485958910769377
incidence_per_100k,seasonal_subannual,annual_300_430_days,2.850062504018921e-05,2.3074496313002892e-05,2.021963541306961e-06,0.0001321116676374
incidence_per_100k,seasonal_subannual,high_frequency_2_7_days,0.014967580342556058,0.0135845235658924,0.0006356929555497,0.0383014068551911
incidence_per_100k,seasonal_subannual,interannual_1_3_years,0.0003378370946622674,0.00024030409004330001,2.9421235868622863e-05,0.0015605419020411
incidence_per_100k,seasonal_subannual,low_frequency_gt_3_years,8.668601105753931e-05,5.5772521165817696e-05,7.475984888707656e-06,0.0005615297392755
incidence_per_100k,seasonal_subannual,seasonal_30_150_days,0.9373715653052311,0.9464540302775644,0.8445318684518099,0.9938169425054644
incidence_per_100k,seasonal_subannual,semiannual_150_300_days,0.006919918666512105,0.00307392380058275,0.0008480249809539,0.0693317746858207
incidence_per_100k,seasonal_subannual,subseasonal_7_30_days,0.04030100356217059,0.033406402831244145,0.0013034263023161,0.1374747742309629
incidence_per_100k,semiannual,annual_300_430_days,0.00032923551718016777,0.00020701724069185,1.798972381287518e-05,0.0019197063991066
incidence_per_100k,semiannual,high_frequency_2_7_days,0.010792080321744278,3.743046810146396e-08,2.780311935338561e-09,0.2467705622349775
incidence_per_100k,semiannual,interannual_1_3_years,0.0020061351791126492,0.00105997399852865,6.657054251662588e-06,0.0197222464112211
incidence_per_100k,semiannual,low_frequency_gt_3_years,0.0003007703374642469,0.00023672447340769998,2.1378762066711135e-05,0.0013276324426158
incidence_per_100k,semiannual,seasonal_30_150_days,0.08184559938067905,0.019752784787081,0.0023580377135877,0.60874500756518
incidence_per_100k,semiannual,semiannual_150_300_days,0.9043988953765723,0.9775610855977037,0.3320990070151653,0.995695791165972
incidence_per_100k,semiannual,subseasonal_7_30_days,0.00043490878942316347,1.1114138580724943e-06,1.61029571841712e-07,0.0150932087233658
incidence_per_100k,subseasonal,annual_300_430_days,5.54016420150856e-07,1.4849209307506424e-07,9.452327805922684e-09,8.936026479846297e-06
incidence_per_100k,subseasonal,high_frequency_2_7_days,0.07229414767252643,0.0660417922551072,0.0355331085891567,0.1362394709238741
incidence_per_100k,subseasonal,interannual_1_3_years,5.703778432331032e-06,2.771039910830075e-06,1.001890866489062e-07,6.463374888930168e-05
incidence_per_100k,subseasonal,low_frequency_gt_3_years,2.074479539650844e-06,1.4899435105382685e-06,2.2057009694347186e-07,9.825111989598032e-06
incidence_per_100k,subseasonal,seasonal_30_150_days,0.023138610610978903,0.0214909744595168,0.0070556121617792,0.0586033781768447
incidence_per_100k,subseasonal,semiannual_150_300_days,9.444619406680087e-05,1.0643531967040056e-05,5.9467583797666335e-08,0.0025209456906829
incidence_per_100k,subseasonal,subseasonal_7_30_days,0.9044647048687572,0.9081644290356372,0.828547153844374,0.955572507350542
incidence_per_100k,trend,annual_300_430_days,0.0009754267096648951,0.0006675349707876001,5.722709817317977e-05,0.0047817431462051
incidence_per_100k,trend,high_frequency_2_7_days,1.608216234699303e-08,1.3666620282426683e-08,4.980722960207361e-10,7.821564768196636e-08
incidence_per_100k,trend,interannual_1_3_years,0.2980421293817138,0.3196982638032963,0.1152549488934299,0.5313098899859304
incidence_per_100k,trend,low_frequency_gt_3_years,0.6999517977898928,0.6785038474277832,0.467486480483943,0.8829448972668151
incidence_per_100k,trend,seasonal_30_150_days,0.00017973060732111323,0.00013678963048955,1.669476773640914e-05,0.000869997227363
incidence_per_100k,trend,semiannual_150_300_days,0.0017308960271720305,0.0011642967666996,0.0002193159513404,0.0142811544906665
incidence_per_100k,trend,subseasonal_7_30_days,9.90025268978842e-07,6.946005916664856e-07,3.4389238835767926e-08,4.683318826371761e-06
nw_wind,annual,annual_300_430_days,0.9447755348913737,0.9469796322995938,0.8935328527461243,0.9536453204935336
nw_wind,annual,high_frequency_2_7_days,1.689994152396233e-09,1.1455229200280342e-09,5.897224001501121e-10,1.744825602192821e-08
nw_wind,annual,interannual_1_3_years,0.4258004501095272,0.4252067878536308,0.4141000736883633,0.4431387581813247
nw_wind,annual,low_frequency_gt_3_years,0.0005669970671673783,0.00056545304822535,0.0003151440350334,0.0009225845116742
nw_wind,annual,seasonal_30_150_days,3.879274374129132e-05,3.24318542774758e-05,8.762653255910534e-06,0.0002814354742748
nw_wind,annual,semiannual_150_300_days,0.03740091325000538,0.03653615563328365,0.0321959146006239,0.0595822697250716
nw_wind,annual,subseasonal_7_30_days,1.2696879640645144e-07,9.354577402124041e-08,3.621830587232672e-08,1.359223496232484e-06
nw_wind,high_frequency,annual_300_430_days,1.0734149172727493e-07,3.965753539703373e-08,1.2998382635882092e-09,1.218003512811823e-06
nw_wind,high_frequency,high_frequency_2_7_days,0.9717517254943729,0.9724641211813978,0.9536788866218828,0.9931554478572074
nw_wind,high_frequency,interannual_1_3_years,1.0838886596684462e-06,4.969091598292729e-07,2.0624069812007396e-08,1.4971074528007144e-05
nw_wind,high_frequency,low_frequency_gt_3_years,2.836713804752967e-07,1.4646594609420372e-07,2.2541387869546895e-08,4.600265851343293e-06
nw_wind,high_frequency,seasonal_30_150_days,0.0023488819869099085,0.0022724793427156,0.0002849184334139,0.0058749492804333
nw_wind,high_frequency,semiannual_150_300_days,3.521500762661036e-05,6.1115351478455875e-06,6.984131568428728e-08,0.0002675151927254
nw_wind,high_frequency,subseasonal_7_30_days,0.025862766817495268,0.02578226399595725,0.0065032183053129,0.0453572838777265
nw_wind,original,annual_300_430_days,0.20073639812636343,0.21480669139142475,0.022781936475682,0.3111153998758944
nw_wind,original,high_frequency_2_7_days,0.45360646250611464,0.45102982637461486,0.3563735521692606,0.603032745866508
nw_wind,original,interannual_1_3_years,0.0933072921548837,0.09906432900056239,0.0118943661730776,0.1436571692900021
nw_wind,original,low_frequency_gt_3_years,0.0007399278566948653,0.0006536749728496,0.0002192627941371,0.0017136390224468
nw_wind,original,seasonal_30_150_days,0.07106021509143771,0.0694508614494275,0.0550053327215157,0.1133235860948938
nw_wind,original,semiannual_150_300_days,0.019752314101806705,0.019040073843893147,0.0086980263120695,0.0417635955702632
nw_wind,original,subseasonal_7_30_days,0.24796463515142236,0.242625883815772,0.1805890115417046,0.3887955633997378
nw_wind,reconstructed_signal,annual_300_430_days,0.2007363981263634,0.21480669139142475,0.022781936475682,0.3111153998758936
nw_wind,reconstructed_signal,high_frequency_2_7_days,0.45360646250611464,0.451029826374615,0.3563735521692605,0.6030327458665079
nw_wind,reconstructed_signal,interannual_1_3_years,0.09330729215488366,0.09906432900056245,0.0118943661730776,0.1436571692900017
nw_wind,reconstructed_signal,low_frequency_gt_3_years,0.0007399278566948653,0.0006536749728496,0.0002192627941371,0.0017136390224468
nw_wind,reconstructed_signal,seasonal_30_150_days,0.07106021509143771,0.06945086144942744,0.0550053327215158,0.1133235860948938
nw_wind,reconstructed_signal,semiannual_150_300_days,0.019752314101806712,0.019040073843893147,0.0086980263120695,0.0417635955702633
nw_wind,reconstructed_signal,subseasonal_7_30_days,0.24796463515142236,0.24262588381577205,0.1805890115417047,0.3887955633997378
nw_wind,reconstruction_residual,annual_300_430_days,0.19682579664591837,0.16755910419240283,0.0022335557238296,0.7454446285876573
nw_wind,reconstruction_residual,high_frequency_2_7_days,0.5332440473082266,0.5550364779536839,0.1521851426498353,0.7148191953646269
nw_wind,reconstruction_residual,interannual_1_3_years,0.09303278942671643,0.0736650307095145,0.0034578460487191,0.3448100082615898
nw_wind,reconstruction_residual,low_frequency_gt_3_years,0.0020719280610890893,0.0011562128387958,0.0002884624253306,0.0107013252813857
nw_wind,reconstruction_residual,seasonal_30_150_days,0.04700656188996029,0.0458706205981458,0.0126611085745389,0.0767551613830926
nw_wind,reconstruction_residual,semiannual_150_300_days,0.030265572633895645,0.016974172717836702,0.0040168847698991,0.2443082500583077
nw_wind,reconstruction_residual,subseasonal_7_30_days,0.18314230758556854,0.18509018151151269,0.0377112052298444,0.2617163046976883
nw_wind,seasonal_subannual,annual_300_430_days,2.6058823594412606e-05,1.8797604024768387e-05,2.127796356216082e-06,0.00014266100227
nw_wind,seasonal_subannual,high_frequency_2_7_days,0.009097790669892539,0.00826715198954035,0.0003990532166649,0.0318039560658703
nw_wind,seasonal_subannual,interannual_1_3_years,0.0002765782333285727,0.0001676335750022,2.2510356233348893e-05,0.0018132297571753
nw_wind,seasonal_subannual,low_frequency_gt_3_years,2.2751191971415262e-05,1.9328524135532253e-05,2.8496891359802734e-06,6.470549858219251e-05
nw_wind,seasonal_subannual,seasonal_30_150_days,0.9329232726071871,0.9412133005192843,0.8135223334665133,0.98625179857004
nw_wind,seasonal_subannual,semiannual_150_300_days,0.01147083477502081,0.0034781046942126,0.0008458542491855,0.0960396949368919
nw_wind,seasonal_subannual,subseasonal_7_30_days,0.046198248048624074,0.038064012644109996,0.0086914651061732,0.126624531222522
nw_wind,semiannual,annual_300_430_days,0.0004210200070088155,0.0002326246078681,1.5089859193893936e-05,0.002827695549856
nw_wind,semiannual,high_frequency_2_7_days,0.00951282243282542,1.3562453298849348e-07,1.967096234197838e-09,0.1312417735781645
nw_wind,semiannual,interannual_1_3_years,0.002496628414391299,0.0007774214378604,2.057518239550135e-05,0.0243832532823422
nw_wind,semiannual,low_frequency_gt_3_years,0.0003103171296672724,0.0001804204688995,2.680326668743506e-05,0.0019258004651094
nw_wind,semiannual,seasonal_30_150_days,0.11652000432610515,0.0690583455801006,0.0029276347319388,0.4905872202875429
nw_wind,semiannual,semiannual_150_300_days,0.8522193893087673,0.9132549077912836,0.372895581605558,0.9964480664164116
nw_wind,semiannual,subseasonal_7_30_days,0.01869462087052485,5.260695536407468e-05,2.3236616560735398e-07,0.2324504359263583
nw_wind,subseasonal,annual_300_430_days,1.2152750732753602e-06,4.647370253775875e-07,4.0060006108698935e-08,1.4122752978053908e-05
nw_wind,subseasonal,high_frequency_2_7_days,0.039654313142370425,0.03730810997097355,0.0082571268914487,0.0841525652446159
nw_wind,subseasonal,interannual_1_3_years,1.0487750858602107e-05,5.560697106257164e-06,5.969566277327892e-07,9.115765415778924e-05
nw_wind,subseasonal,low_frequency_gt_3_years,3.7647790916409405e-06,3.21832279414018e-06,2.58287421672978e-07,1.0240798417812056e-05
nw_wind,subseasonal,seasonal_30_150_days,0.0252827073030612,0.02467010804995735,0.0083620467116076,0.0555763497541649
nw_wind,subseasonal,semiannual_150_300_days,0.0005902444517576974,0.00012372420108165,2.6537514656752245e-06,0.0051519780365545
nw_wind,subseasonal,subseasonal_7_30_days,0.9344579686460517,0.9355218901367925,0.8980918831179338,0.9655458679725808
nw_wind,trend,annual_300_430_days,0.023718713384991118,0.00393748260462465,0.0006249936220814,0.4862823693006488
nw_wind,trend,high_frequency_2_7_days,1.0022575191978645e-05,4.852101001380024e-08,1.0485385316353876e-09,0.000458725031957
nw_wind,trend,interannual_1_3_years,0.5836489207982543,0.5535021009087788,0.3053596303937988,0.8499100069592983
nw_wind,trend,low_frequency_gt_3_years,0.3977110453068067,0.41181165336774406,0.1371388196654917,0.6837436582904659
nw_wind,trend,seasonal_30_150_days,0.0007273784713413306,0.00052925128609715,9.293965728824174e-06,0.0022538542797492
nw_wind,trend,semiannual_150_300_days,0.0069113445549484785,0.0067275772201782005,0.0012017242867732,0.0183595894947838
nw_wind,trend,subseasonal_7_30_days,3.2616601390821596e-05,3.597561581273887e-06,6.20901847691377e-08,0.0013266587118009
rh,annual,annual_300_430_days,0.9289542505267,0.9332061160615562,0.8816158137145577,0.951275822687718
rh,annual,high_frequency_2_7_days,1.1780636705027198e-09,9.355169872266002e-10,3.171108099481267e-10,2.473216857652129e-09
rh,annual,interannual_1_3_years,0.4412955613108277,0.43697909260279694,0.4004851797762889,0.5104984462649517
rh,annual,low_frequency_gt_3_years,0.0007717482282967044,0.00064560157726105,0.0002957788950605,0.0022314732147527
rh,annual,seasonal_30_150_days,6.683495237944155e-05,5.3601230241526816e-05,1.686031699584123e-05,0.0001996725286504
rh,annual,semiannual_150_300_days,0.04173957767406334,0.037844645883245154,0.0286526987556991,0.0810336043747824
rh,annual,subseasonal_7_30_days,1.047397171089249e-07,8.453048485524733e-08,4.1621784129486646e-08,2.1749480873589433e-07
rh,high_frequency,annual_300_430_days,8.793035049581101e-09,5.302559309559542e-10,1.1752341685178069e-10,1.7304057963709353e-07
rh,high_frequency,high_frequency_2_7_days,0.9767187376200969,0.9769865825737116,0.963679525473578,0.9902735121234864
rh,high_frequency,interannual_1_3_years,7.87146637063843e-08,1.0255324150742628e-08,3.3440233986969854e-09,1.0973238612367892e-06
rh,high_frequency,low_frequency_gt_3_years,2.1616523019388888e-07,2.0211748557902155e-07,3.0389022902947235e-08,4.936444291725521e-07
rh,high_frequency,seasonal_30_150_days,0.0008188870673695655,0.0006068384916397,2.263129709528205e-05,0.0055391895126032
rh,high_frequency,semiannual_150_300_days,1.3171155130164556e-06,2.6526320170484305e-08,4.561425218527344e-09,4.7785186163173416e-05
rh,high_frequency,subseasonal_7_30_days,0.022460757569522843,0.02186412541663965,0.0089463263586817,0.0357234952841514
rh,original,annual_300_430_days,0.1914225905210761,0.19442461369078864,0.0773349333156179,0.4153178137632512
rh,original,high_frequency_2_7_days,0.383631647858961,0.3809488423836697,0.1757581144657871,0.490138024812555
rh,original,interannual_1_3_years,0.09620660262716073,0.0968754192095688,0.0421594506024269,0.1957678671477138
rh,original,low_frequency_gt_3_years,0.002123132092096428,0.00202411697637275,0.0003241445172942,0.0051103339844887
rh,original,seasonal_30_150_days,0.10886813711410621,0.10723683655044,0.0811743912253002,0.1534284820989336
rh,original,semiannual_150_300_days,0.05025664541360011,0.048239780641576,0.0180821399624607,0.1049092537001215
rh,original,subseasonal_7_30_days,0.25261798937721286,0.2478041181075554,0.2133649291364875,0.2991894259600805
rh,reconstructed_signal,annual_300_430_days,0.1914225905210761,0.19442461369078862,0.0773349333156181,0.4153178137632507
rh,reconstructed_signal,high_frequency_2_7_days,0.3836316478589609,0.38094884238366966,0.1757581144657873,0.4901380248125551
rh,reconstructed_signal,interannual_1_3_years,0.09620660262716073,0.09687541920956874,0.042159450602427,0.1957678671477136
rh,reconstructed_signal,low_frequency_gt_3_years,0.0021231320920964327,0.00202411697637275,0.0003241445172942,0.0051103339844887
rh,reconstructed_signal,seasonal_30_150_days,0.10886813711410619,0.1072368365504401,0.0811743912253002,0.1534284820989337
rh,reconstructed_signal,semiannual_150_300_days,0.05025664541360012,0.048239780641576,0.0180821399624607,0.1049092537001216
rh,reconstructed_signal,subseasonal_7_30_days,0.25261798937721286,0.2478041181075554,0.2133649291364874,0.2991894259600804
rh,reconstruction_residual,annual_300_430_days,0.007716203313879754,0.0049768558993504505,0.0010526300417119,0.0281486926308795
rh,reconstruction_residual,high_frequency_2_7_days,0.7075728912109938,0.7069460540133008,0.6802371845904776,0.7319955645665361
rh,reconstruction_residual,interannual_1_3_years,0.00656884130764418,0.00550265403000525,0.0024029247150002,0.0168569670513301
rh,reconstruction_residual,low_frequency_gt_3_years,0.0013271093641897456,0.0010190023824677,0.000257656998567,0.0071834815965778
rh,reconstruction_residual,seasonal_30_150_days,0.05488176790070051,0.05622845866469635,0.0434403690115181,0.0670387940863097
rh,reconstruction_residual,semiannual_150_300_days,0.008858772630753808,0.00760687711998685,0.0042916801541452,0.0401088034067382
rh,reconstruction_residual,subseasonal_7_30_days,0.21655283717466076,0.21442314842517404,0.2044539967073629,0.2395268419099553
rh,seasonal_subannual,annual_300_430_days,2.7422960407964646e-05,2.1743599555050123e-05,3.7634139041078767e-06,0.0001029862681493
rh,seasonal_subannual,high_frequency_2_7_days,0.0010298289100175002,0.0005163507979278001,9.49644699610882e-06,0.006850630796755
rh,seasonal_subannual,interannual_1_3_years,0.0004548304361217161,0.00042098907810255,6.860750299044221e-05,0.0012855348820137
rh,seasonal_subannual,low_frequency_gt_3_years,5.5808255641502465e-05,5.1508325290512234e-05,9.889487229573324e-06,0.0001672683729817
rh,seasonal_subannual,seasonal_30_150_days,0.9701130838223123,0.9733617709261457,0.9161946132766324,0.989595552244581
rh,seasonal_subannual,semiannual_150_300_days,0.005496302297951594,0.00307745826354965,0.000550868086109,0.0534285906804719
rh,seasonal_subannual,subseasonal_7_30_days,0.022837735251741872,0.019321452426508,0.0065769809591278,0.0806910462706504
rh,semiannual,annual_300_430_days,0.0002049379485815387,8.920007648035829e-05,2.3447227040044233e-05,0.0026103036914502
rh,semiannual,high_frequency_2_7_days,9.743849164989142e-05,3.189455326540449e-09,3.686799696100862e-10,0.0044802960054708
rh,semiannual,interannual_1_3_years,0.00148636689104639,0.00048604642445529997,6.518789179673543e-05,0.0316729742419479
rh,semiannual,low_frequency_gt_3_years,0.0002737197938015781,0.0001918164954437,8.163794763859298e-05,0.0034796313856574
rh,semiannual,seasonal_30_150_days,0.04757420709504214,0.0240289722803428,0.0018721720361185,0.4110152197087305
rh,semiannual,semiannual_150_300_days,0.9465740641105265,0.9752921006989566,0.5564170094245209,0.9973337983536588
rh,semiannual,subseasonal_7_30_days,0.0038532186780342297,3.532885720007233e-07,4.5489827417526495e-08,0.1253189485286652
rh,subseasonal,annual_300_430_days,1.8519673915127674e-07,7.732165194942688e-08,7.54007646519958e-09,1.5419291635706446e-06
rh,subseasonal,high_frequency_2_7_days,0.03423263063281656,0.03202013229608435,0.0100897040718391,0.0966311538713136
rh,subseasonal,interannual_1_3_years,3.775714317739534e-06,1.5232690941392499e-06,1.747277553877966e-07,4.629217083383067e-05
rh,subseasonal,low_frequency_gt_3_years,2.1764621466400955e-06,2.0730685707891685e-06,4.147403548172137e-07,6.871994483410434e-06
rh,subseasonal,seasonal_30_150_days,0.02727730745188095,0.0256644989144204,0.0145326775256798,0.0501111439752841
rh,subseasonal,semiannual_150_300_days,6.261579395234649e-05,3.354059539496749e-06,3.092562229821889e-07,0.000934418979467
