group_id,source_band,final_band,status,components,number_of_components,dominant_period_days,spectral_concentration,minimum_absolute_wcor,mean_absolute_wcor,singular_value_ratio,trajectory_energy_fraction
G025,seasonal_subannual,seasonal_subannual,accepted_cluster,"26,27,29",3,50.25688073394495,0.511416049730711,0.7888862691121317,0.8809871310582545,0.991488142986342,0.00023741101325523668
G026,seasonal_subannual,seasonal_subannual,accepted_cluster,"6,7",2,121.73333333333333,0.6541398393059824,0.9985071485818998,0.9985071485818998,0.9955110907632964,0.0004841780659944
G027,seasonal_subannual,seasonal_subannual,accepted_cluster,"10,11",2,71.14285714285714,0.6241724573928071,0.999683419265167,0.999683419265167,0.9988216975258708,0.0003176980578755
G028,seasonal_subannual,seasonal_subannual,accepted_cluster,"14,15",2,62.96551724137931,0.49164939064278396,0.8868268518069973,0.8868268518069973,0.9985740980939929,0.00019158937772262584
G029,seasonal_subannual,seasonal_subannual,accepted_cluster,"12,13",2,99.6,0.626147591366697,0.998743642775965,0.998743642775965,0.9979852424111108,0.00029230683035050004
G030,seasonal_subannual,seasonal_subannual,accepted_cluster,"18,21",2,91.3,0.49527615737428327,0.9126320056793226,0.9126320056793226,0.9934371211500196,0.00017970343461467235
G031,subseasonal,subseasonal,accepted_cluster,"19,20",2,29.294117647058822,0.5715291770094735,0.987542695804418,0.987542695804418,0.9969113338471057,0.00018009713212832206
G032,subseasonal,subseasonal,accepted_cluster,"96,97",2,7.640167364016736,0.36047174801453347,0.8512101900589447,0.8512101900589447,0.9989635396172815,8.32135684393175e-05
G033,subseasonal,subseasonal,accepted_cluster,"94,95",2,16.5,0.1533197119090875,0.7684834909037038,0.7684834909037038,0.9937188769657115,8.446450222538012e-05
G034,subseasonal,subseasonal,singleton_candidate,100,1,25.47906976744186,0.16683499828981946,,,,4.068244668744031e-05
G035,subseasonal,subseasonal,accepted_cluster,"88,89",2,12.981042654028434,0.5300974601142241,0.9137128830644516,0.9137128830644516,0.9964386018893298,8.819202081530656e-05
G036,subseasonal,subseasonal,accepted_cluster,"90,93",2,13.559405940594058,0.1706619565354498,0.7351407562507839,0.7351407562507839,0.9902580611062687,8.654735026795849e-05
G037,subseasonal,subseasonal,accepted_cluster,"78,79,80",3,9.08457711442786,0.5815874889935765,0.961350525504516,0.9714548318028814,0.9921035232236813,0.0001486306700308749
G038,subseasonal,subseasonal,accepted_cluster,"66,67",2,9.52695652173913,0.6195285598443468,0.9842736851715731,0.9842736851715731,0.9990843600746727,0.00010749234966207755
G039,subseasonal,subseasonal,accepted_cluster,"64,65",2,9.52695652173913,0.21724705434597152,0.8975609175788891,0.8975609175788891,0.998384494494511,0.00010809979715634108
G040,subseasonal,subseasonal,accepted_cluster,"58,60",2,29.771739130434785,0.23337425552814556,0.8852310956129946,0.8852310956129946,0.9943910844886605,0.00011417196198077725
G041,subseasonal,subseasonal,singleton_candidate,73,1,28.092307692307692,0.2900659829464891,,,,5.184597400713851e-05
G042,subseasonal,subseasonal,singleton_candidate,76,1,24.13215859030837,0.1342786700124242,,,,5.0535019468503405e-05
G043,subseasonal,subseasonal,accepted_cluster,"34,35",2,15.696275071633236,0.55835816426119,0.9999515329274933,0.9999515329274933,0.9990797488627162,0.00014268730413578932
G044,subseasonal,subseasonal,accepted_cluster,"36,37,38,39",4,8.312594840667678,0.29870425196035083,0.7227298179079276,0.889872605719947,0.9985457995261293,0.00027571673366326503
G045,subseasonal,subseasonal,accepted_cluster,"40,41",2,22.825,0.6021621858290354,0.998841468519455,0.998841468519455,0.9995689944675058,0.00012998147716192655
G046,subseasonal,subseasonal,accepted_cluster,"51,52",2,17.2807570977918,0.49659306011716825,0.9758218349594452,0.9758218349594452,0.9990891054786252,0.00012147574576911526
G047,subseasonal,subseasonal,accepted_cluster,"47,48",2,20.908396946564885,0.3657259462717476,0.957577386401988,0.957577386401988,0.9976243792158492,0.00012318544870893112
G048,subseasonal,subseasonal,accepted_cluster,"49,50,56,57",4,12.310112359550562,0.3339250925915729,0.8185908132432616,0.8975189566519205,0.9815072688043066,0.00024079391529631001
G049,subseasonal,subseasonal,accepted_cluster,"70,71,77",3,14.569148936170212,0.4163174347601782,0.791855146000417,0.8522803272007163,0.9792323574277406,0.00015478819263003564
G050,subseasonal,subseasonal,accepted_cluster,"54,55",2,15.562499999999998,0.25304048551878366,0.9815018194695613,0.9815018194695613,0.9986637741054271,0.0001189407122085832
G051,subseasonal,subseasonal,accepted_cluster,"59,61",2,15.970845481049563,0.48053666204466666,0.9621028344999824,0.9621028344999824,0.9950205695646543,0.00011375563823170698
