prefecture_code,target_variable,predictor_variable,frequency_band,best_lag_days,best_correlation,best_absolute_correlation,zero_lag_correlation,absolute_correlation_gain_vs_zero,n_observations_at_best_lag,max_lag_searched,lag_interpretation
JP-01,cases,t2m,seasonal_subannual,58,0.12266468408848306,0.12266468408848306,-0.04354716295353384,0.07911752113494921,5420,60,predictor_leads_target
JP-01,cases,nw_wind,seasonal_subannual,9,0.11853074118333924,0.11853074118333924,0.048264797705400146,0.0702659434779391,5469,60,predictor_leads_target
JP-01,cases,c2w_event,seasonal_subannual,27,0.09661378122243773,0.09661378122243773,0.008178651451255606,0.08843512977118212,5451,60,predictor_leads_target
JP-01,cases,c2w_transition_intensity,seasonal_subannual,27,0.0929023720873723,0.0929023720873723,0.024191059052083255,0.06871131303528905,5451,60,predictor_leads_target
JP-01,cases,t2m_std_anom,seasonal_subannual,33,-0.0860023396561473,0.0860023396561473,-0.012438593374453837,0.07356374628169346,5445,60,predictor_leads_target
JP-01,cases,w2c_event,seasonal_subannual,0,-0.06548263237310853,0.06548263237310853,-0.06548263237310853,0.0,5478,60,predictor_leads_target
JP-01,cases,w2c_transition_intensity,seasonal_subannual,0,-0.051482189598897825,0.051482189598897825,-0.051482189598897825,0.0,5478,60,predictor_leads_target
JP-01,cases,ah,semiannual,59,-0.8834211800406924,0.8834211800406924,0.4003439872458453,0.48307719279484707,5419,90,predictor_leads_target
JP-01,cases,t2m,semiannual,16,-0.8731251667631489,0.8731251667631489,-0.7507387082925183,0.12238645847063057,5462,90,predictor_leads_target
JP-01,cases,rh,semiannual,79,-0.860093972556724,0.860093972556724,0.7740933699969542,0.08600060255976982,5399,90,predictor_leads_target
JP-01,cases,tp,semiannual,42,-0.28871348296551375,0.28871348296551375,-0.09074313628158093,0.19797034668393282,5436,90,predictor_leads_target
JP-01,cases,t2m_std_anom,semiannual,0,-0.13807805550269198,0.13807805550269198,-0.13807805550269198,0.0,5478,90,predictor_leads_target
JP-01,cases,c2w_transition_intensity,semiannual,69,0.12628497653168258,0.12628497653168258,-0.03579518135193717,0.09048979517974541,5409,90,predictor_leads_target
JP-01,cases,c2w_event,semiannual,63,0.1240557360076943,0.1240557360076943,-0.012128861777763704,0.1119268742299306,5415,90,predictor_leads_target
JP-01,cases,nw_wind,semiannual,72,-0.10602839703161056,0.10602839703161056,0.060306202247435575,0.04572219478417498,5406,90,predictor_leads_target
JP-01,cases,w2c_event,semiannual,12,-0.10080592762974969,0.10080592762974969,-0.09459260652644864,0.006213321103301042,5466,90,predictor_leads_target
JP-01,cases,w2c_transition_intensity,semiannual,13,-0.04551052976578181,0.04551052976578181,-0.03739698190364303,0.008113547862138776,5465,90,predictor_leads_target
JP-01,cases,rh,subseasonal,1,-0.06408316401922265,0.06408316401922265,-0.06348160958166148,0.000601554437561172,5477,30,predictor_leads_target
JP-01,cases,c2w_transition_intensity,subseasonal,7,0.0482050573202245,0.0482050573202245,-0.01122741591334085,0.03697764140688365,5471,30,predictor_leads_target
JP-01,cases,w2c_transition_intensity,subseasonal,30,0.04610192336029785,0.04610192336029785,-0.03246190515666097,0.013640018203636882,5448,30,predictor_leads_target
JP-01,cases,t2m,subseasonal,24,-0.04517685811109402,0.04517685811109402,-0.016304520432192538,0.028872337678901485,5454,30,predictor_leads_target
JP-01,cases,c2w_event,subseasonal,3,-0.04482656951382616,0.04482656951382616,-0.003309836306897663,0.041516733206928495,5475,30,predictor_leads_target
JP-01,cases,ah,subseasonal,30,-0.04209936767967707,0.04209936767967707,-0.021379937311771856,0.020719430367905214,5448,30,predictor_leads_target
JP-01,cases,nw_wind,subseasonal,3,-0.04094545043582,0.04094545043582,0.020815955717338127,0.020129494718481872,5475,30,predictor_leads_target
JP-01,cases,tp,subseasonal,26,-0.03979298014689767,0.03979298014689767,-0.018453394967202788,0.021339585179694885,5452,30,predictor_leads_target
JP-01,cases,w2c_event,subseasonal,30,0.039036933436343346,0.039036933436343346,-0.026575473435527578,0.012461460000815768,5448,30,predictor_leads_target
JP-01,cases,t2m_std_anom,subseasonal,5,-0.03384952225402303,0.03384952225402303,-0.00753912735202764,0.026310394901995392,5473,30,predictor_leads_target
JP-01,cases,nw_wind,trend,72,0.9929061592963405,0.9929061592963405,0.9903532180231198,0.002552941273220699,5406,365,predictor_leads_target
JP-01,cases,c2w_transition_intensity,trend,0,0.9841262375321035,0.9841262375321035,0.9841262375321035,0.0,5478,365,predictor_leads_target
JP-01,cases,c2w_event,trend,0,0.9832603030784521,0.9832603030784521,0.9832603030784521,0.0,5478,365,predictor_leads_target
JP-01,cases,w2c_event,trend,0,0.9687505353121335,0.9687505353121335,0.9687505353121335,0.0,5478,365,predictor_leads_target
JP-01,cases,w2c_transition_intensity,trend,0,0.960781977515562,0.960781977515562,0.960781977515562,0.0,5478,365,predictor_leads_target
JP-01,cases,tp,trend,365,0.8561986008452757,0.8561986008452757,0.7029985086321785,0.15320009221309716,5113,365,predictor_leads_target
JP-01,cases,t2m_std_anom,trend,365,-0.39584406379981524,0.39584406379981524,-0.3567005115552459,0.039143552244569335,5113,365,predictor_leads_target
JP-01,cases,t2m,trend,365,0.37566406096260013,0.37566406096260013,0.298476769862017,0.07718729110058314,5113,365,predictor_leads_target
JP-01,cases,ah,trend,365,0.2871674537269073,0.2871674537269073,0.11266595275599389,0.17450150097091338,5113,365,predictor_leads_target
JP-01,cases,rh,trend,0,-0.20801041902186768,0.20801041902186768,-0.20801041902186768,0.0,5478,365,predictor_leads_target
JP-01,incidence_per_100k,ah,annual,177,0.9863483501389179,0.9863483501389179,-0.9809270795074212,0.005421270631496666,5301,180,predictor_leads_target
JP-01,incidence_per_100k,t2m,annual,179,0.9852695512981093,0.9852695512981093,-0.9814303930188661,0.0038391582792431933,5299,180,predictor_leads_target
JP-01,incidence_per_100k,nw_wind,annual,16,0.9851253040270695,0.9851253040270695,0.9461236755205611,0.03900162850650846,5462,180,predictor_leads_target
JP-01,incidence_per_100k,rh,annual,3,-0.9593572325369849,0.9593572325369849,-0.9583118023856876,0.0010454301512973219,5475,180,predictor_leads_target
JP-01,incidence_per_100k,tp,annual,145,0.9265464216838057,0.9265464216838057,-0.738104653732804,0.18844176795100176,5333,180,predictor_leads_target
JP-01,incidence_per_100k,t2m_std_anom,annual,180,0.21207071614754996,0.21207071614754996,-0.20198278503310235,0.010087931114447612,5298,180,predictor_leads_target
JP-01,incidence_per_100k,c2w_event,annual,123,-0.18597285993857207,0.18597285993857207,0.1251544925664633,0.06081836737210877,5355,180,predictor_leads_target
JP-01,incidence_per_100k,c2w_event,high_frequency,0,-0.04050650800259849,0.04050650800259849,-0.04050650800259849,0.0,5478,14,predictor_leads_target
JP-01,incidence_per_100k,c2w_transition_intensity,high_frequency,0,-0.035661978118207587,0.035661978118207587,-0.035661978118207587,0.0,5478,14,predictor_leads_target
JP-01,incidence_per_100k,w2c_transition_intensity,high_frequency,8,0.03551044754511556,0.03551044754511556,0.008215417033761841,0.027295030511353714,5470,14,predictor_leads_target
JP-01,incidence_per_100k,w2c_event,high_frequency,8,0.034713478007316396,0.034713478007316396,0.003340558497370936,0.03137291950994546,5470,14,predictor_leads_target
JP-01,incidence_per_100k,nw_wind,high_frequency,4,0.033531696246694394,0.033531696246694394,0.012515991408445937,0.021015704838248456,5474,14,predictor_leads_target
JP-01,incidence_per_100k,ah,high_frequency,3,-0.03283812551764098,0.03283812551764098,0.027259549554393737,0.005578575963247245,5475,14,predictor_leads_target
JP-01,incidence_per_100k,tp,high_frequency,7,-0.03278267969252107,0.03278267969252107,-0.02452499258671379,0.00825768710580728,5471,14,predictor_leads_target
JP-01,incidence_per_100k,t2m,high_frequency,3,-0.029946565267641497,0.029946565267641497,0.02321230780485235,0.006734257462789148,5475,14,predictor_leads_target
JP-01,incidence_per_100k,rh,high_frequency,0,-0.02687977568622019,0.02687977568622019,-0.02687977568622019,0.0,5478,14,predictor_leads_target
JP-01,incidence_per_100k,t2m_std_anom,interannual,13,-0.23948139318414877,0.23948139318414877,-0.23181555694498687,0.007665836239161894,5465,365,predictor_leads_target
JP-01,incidence_per_100k,t2m,interannual,269,0.1790737868126338,0.1790737868126338,-0.15946739982391053,0.019606386988723273,5209,365,predictor_leads_target
JP-01,incidence_per_100k,ah,interannual,313,0.15243873070890673,0.15243873070890673,-0.12485732982325785,0.02758140088564888,5165,365,predictor_leads_target
JP-01,incidence_per_100k,tp,interannual,0,0.14947951130726408,0.14947951130726408,0.14947951130726408,0.0,5478,365,predictor_leads_target
JP-01,incidence_per_100k,w2c_transition_intensity,interannual,83,-0.12959941211717127,0.12959941211717127,-0.06672635126848998,0.06287306084868129,5395,365,predictor_leads_target
JP-01,incidence_per_100k,rh,interannual,33,0.11926880245867227,0.11926880245867227,0.11360564610013794,0.00566315635853433,5445,365,predictor_leads_target
JP-01,incidence_per_100k,c2w_event,interannual,89,0.08885743526618625,0.08885743526618625,0.06730339758177616,0.021554037684410096,5389,365,predictor_leads_target
JP-01,incidence_per_100k,c2w_transition_intensity,interannual,76,0.07663147019945706,0.07663147019945706,0.07301227647559885,0.0036191937238582023,5402,365,predictor_leads_target
JP-01,incidence_per_100k,nw_wind,interannual,35,0.04420462568270007,0.04420462568270007,-0.0020067354667896555,0.04219789021591041,5443,365,predictor_leads_target
JP-01,incidence_per_100k,w2c_event,interannual,60,-0.035331269431968466,0.035331269431968466,-0.015702675637442345,0.01962859379452612,5418,365,predictor_leads_target
JP-01,incidence_per_100k,ah,seasonal_subannual,60,0.22932681544574815,0.22932681544574815,-0.10622634098007817,0.12310047446566998,5418,60,predictor_leads_target
JP-01,incidence_per_100k,rh,seasonal_subannual,60,0.21758966294826645,0.21758966294826645,-0.07817978070420566,0.1394098822440608,5418,60,predictor_leads_target
JP-01,incidence_per_100k,tp,seasonal_subannual,34,0.14240032191496466,0.14240032191496466,-0.02253994682944147,0.11986037508552319,5444,60,predictor_leads_target
JP-01,incidence_per_100k,t2m,seasonal_subannual,60,0.13096225262246844,0.13096225262246844,-0.0314597544600669,0.09950249816240153,5418,60,predictor_leads_target
JP-01,incidence_per_100k,nw_wind,seasonal_subannual,9,0.11549149113589519,0.11549149113589519,0.04860975122556816,0.06688173991032703,5469,60,predictor_leads_target
JP-01,incidence_per_100k,c2w_event,seasonal_subannual,27,0.1056463644297927,0.1056463644297927,0.006934356730962352,0.09871200769883035,5451,60,predictor_leads_target
JP-01,incidence_per_100k,c2w_transition_intensity,seasonal_subannual,27,0.10125030668680253,0.10125030668680253,0.02501030857272529,0.07623999811407724,5451,60,predictor_leads_target
JP-01,incidence_per_100k,t2m_std_anom,seasonal_subannual,33,-0.08856018292909505,0.08856018292909505,-0.004404094058324784,0.08415608887077027,5445,60,predictor_leads_target
JP-01,incidence_per_100k,w2c_event,seasonal_subannual,0,-0.07531618584675623,0.07531618584675623,-0.07531618584675623,0.0,5478,60,predictor_leads_target
JP-01,incidence_per_100k,w2c_transition_intensity,seasonal_subannual,0,-0.05969476402491413,0.05969476402491413,-0.05969476402491413,0.0,5478,60,predictor_leads_target
JP-01,incidence_per_100k,ah,semiannual,60,-0.868671421345759,0.868671421345759,0.40955416180192983,0.4591172595438292,5418,90,predictor_leads_target
JP-01,incidence_per_100k,t2m,semiannual,16,-0.8567638580939199,0.8567638580939199,-0.726251900895117,0.13051195719880282,5462,90,predictor_leads_target
JP-01,incidence_per_100k,rh,semiannual,80,-0.8518406688547969,0.8518406688547969,0.7819188470675624,0.0699218217872345,5398,90,predictor_leads_target
JP-01,incidence_per_100k,tp,semiannual,44,-0.31096189973622684,0.31096189973622684,-0.09606948805819233,0.21489241167803452,5434,90,predictor_leads_target
JP-01,incidence_per_100k,t2m_std_anom,semiannual,0,-0.13955915474640973,0.13955915474640973,-0.13955915474640973,0.0,5478,90,predictor_leads_target
JP-01,incidence_per_100k,c2w_transition_intensity,semiannual,69,0.12859101430687056,0.12859101430687056,-0.04716781658809648,0.08142319771877407,5409,90,predictor_leads_target
JP-01,incidence_per_100k,c2w_event,semiannual,65,0.12770668180460537,0.12770668180460537,-0.023699701091525683,0.10400698071307969,5413,90,predictor_leads_target
JP-01,incidence_per_100k,nw_wind,semiannual,71,-0.11682644729044533,0.11682644729044533,0.05624495295795205,0.06058149433249328,5407,90,predictor_leads_target
JP-01,incidence_per_100k,w2c_event,semiannual,18,-0.1099585299921436,0.1099585299921436,-0.09269616755672148,0.01726236243542212,5460,90,predictor_leads_target
JP-01,incidence_per_100k,w2c_transition_intensity,semiannual,27,-0.04796356164899622,0.04796356164899622,-0.03598678972531384,0.011976771923682378,5451,90,predictor_leads_target
JP-01,incidence_per_100k,rh,subseasonal,0,-0.0669874843932809,0.0669874843932809,-0.0669874843932809,0.0,5478,30,predictor_leads_target
JP-01,incidence_per_100k,tp,subseasonal,26,-0.05432631089597087,0.05432631089597087,-0.03216829302885326,0.02215801786711761,5452,30,predictor_leads_target
JP-01,incidence_per_100k,w2c_transition_intensity,subseasonal,30,0.0448101022812246,0.0448101022812246,-0.0374094615637603,0.007400640717464296,5448,30,predictor_leads_target
JP-01,incidence_per_100k,ah,subseasonal,30,-0.04341773362352696,0.04341773362352696,-0.016575356563004188,0.02684237706052277,5448,30,predictor_leads_target
JP-01,incidence_per_100k,w2c_event,subseasonal,30,0.041094923928051676,0.041094923928051676,-0.03356947088363637,0.007525453044415306,5448,30,predictor_leads_target
JP-01,incidence_per_100k,c2w_transition_intensity,subseasonal,3,-0.04083967585580209,0.04083967585580209,-0.00323322289874104,0.03760645295706105,5475,30,predictor_leads_target
JP-01,incidence_per_100k,c2w_event,subseasonal,3,-0.03904487595917729,0.03904487595917729,0.003940580861583694,0.0351042950975936,5475,30,predictor_leads_target
JP-01,incidence_per_100k,t2m_std_anom,subseasonal,5,-0.03834341292244988,0.03834341292244988,-0.006241068500761572,0.03210234442168831,5473,30,predictor_leads_target
JP-01,incidence_per_100k,t2m,subseasonal,11,0.038213216790048646,0.038213216790048646,-0.014381106897164517,0.02383210989288413,5467,30,predictor_leads_target
JP-01,incidence_per_100k,nw_wind,subseasonal,4,-0.035682146293570347,0.035682146293570347,0.02085353542812198,0.014828610865448368,5474,30,predictor_leads_target
JP-01,incidence_per_100k,nw_wind,trend,67,0.9964713111472374,0.9964713111472374,0.9946450643725502,0.0018262467746872346,5411,365,predictor_leads_target
JP-01,incidence_per_100k,c2w_transition_intensity,trend,0,0.987358979776537,0.987358979776537,0.987358979776537,0.0,5478,365,predictor_leads_target
JP-01,incidence_per_100k,c2w_event,trend,0,0.9860356163589474,0.9860356163589474,0.9860356163589474,0.0,5478,365,predictor_leads_target
JP-01,incidence_per_100k,w2c_event,trend,0,0.9787740499052687,0.9787740499052687,0.9787740499052687,0.0,5478,365,predictor_leads_target
JP-01,incidence_per_100k,w2c_transition_intensity,trend,0,0.9724576275615741,0.9724576275615741,0.9724576275615741,0.0,5478,365,predictor_leads_target
JP-01,incidence_per_100k,tp,trend,365,0.8350749688828482,0.8350749688828482,0.6744531146011455,0.16062185428170261,5113,365,predictor_leads_target
JP-01,incidence_per_100k,t2m_std_anom,trend,340,-0.3698769515982554,0.3698769515982554,-0.3396682997294392,0.030208651868816216,5138,365,predictor_leads_target
JP-01,incidence_per_100k,t2m,trend,365,0.35734051589089477,0.35734051589089477,0.28694754244909015,0.07039297344180462,5113,365,predictor_leads_target
JP-01,incidence_per_100k,rh,trend,0,-0.25113563813870815,0.25113563813870815,-0.25113563813870815,0.0,5478,365,predictor_leads_target
JP-01,incidence_per_100k,ah,trend,365,0.2485119971348781,0.2485119971348781,0.0723332351058866,0.1761787620289915,5113,365,predictor_leads_target
JP-02,cases,tp,annual,145,0.9916361657867058,0.9916361657867058,-0.7943647985818768,0.19727136720482896,5333,180,predictor_leads_target
JP-02,cases,ah,annual,172,0.9825157968120548,0.9825157968120548,-0.9670028628188196,0.015512933993235167,5306,180,predictor_leads_target
JP-02,cases,nw_wind,annual,8,0.9821883576401395,0.9821883576401395,0.9727530605050967,0.009435297135042764,5470,180,predictor_leads_target
JP-02,cases,t2m,annual,174,0.9814409125837176,0.9814409125837176,-0.9698398934113904,0.011601019172327143,5304,180,predictor_leads_target
JP-02,cases,rh,annual,172,0.9642346618845085,0.9642346618845085,-0.9477597561527547,0.01647490573175381,5306,180,predictor_leads_target
JP-02,cases,w2c_event,annual,46,-0.15873065765141092,0.15873065765141092,-0.11572491211249496,0.043005745538915965,5432,180,predictor_leads_target
JP-02,cases,t2m_std_anom,annual,180,0.14046862596531035,0.14046862596531035,-0.12403490985063167,0.01643371611467867,5298,180,predictor_leads_target
JP-02,cases,w2c_transition_intensity,annual,41,-0.11430321672908401,0.11430321672908401,-0.08582919519806312,0.028474021531020896,5437,180,predictor_leads_target
JP-02,cases,c2w_event,annual,29,-0.03909635627219069,0.03909635627219069,-0.030436156141592938,0.008660200130597755,5449,180,predictor_leads_target
JP-02,cases,c2w_transition_intensity,annual,0,0.03891919309484972,0.03891919309484972,0.03891919309484972,0.0,5478,180,predictor_leads_target
JP-02,cases,ah,high_frequency,5,-0.042512746218675734,0.042512746218675734,-0.03406123792546023,0.008451508293215504,5473,14,predictor_leads_target
JP-02,cases,t2m,high_frequency,0,-0.030677066937802526,0.030677066937802526,-0.030677066937802526,0.0,5478,14,predictor_leads_target
JP-02,cases,w2c_transition_intensity,high_frequency,13,-0.030215654660967962,0.030215654660967962,-0.019941755009124353,0.01027389965184361,5465,14,predictor_leads_target
JP-02,cases,w2c_event,high_frequency,13,-0.027832735906280465,0.027832735906280465,-0.015246693671916906,0.012586042234363558,5465,14,predictor_leads_target
JP-02,cases,tp,high_frequency,3,0.02428157692674616,0.02428157692674616,-0.019935092959960512,0.00434648396678565,5475,14,predictor_leads_target
JP-02,cases,rh,high_frequency,7,0.02282768327047874,0.02282768327047874,-0.005129172612875057,0.017698510657603684,5471,14,predictor_leads_target
JP-02,cases,c2w_transition_intensity,high_frequency,14,-0.022480059939777797,0.022480059939777797,-0.015395698203476206,0.007084361736301592,5464,14,predictor_leads_target
JP-02,cases,c2w_event,high_frequency,14,-0.020606632136438544,0.020606632136438544,-0.014710139056139552,0.005896493080298992,5464,14,predictor_leads_target
JP-02,cases,nw_wind,high_frequency,12,-0.016631929634822292,0.016631929634822292,0.00020036277671674682,0.016431566858105547,5466,14,predictor_leads_target
JP-02,cases,c2w_event,interannual,363,0.410328169666681,0.410328169666681,0.11467801951091426,0.29565015015576673,5115,365,predictor_leads_target
JP-02,cases,c2w_transition_intensity,interannual,365,0.4073599050586297,0.4073599050586297,0.10771064696093098,0.2996492580976987,5113,365,predictor_leads_target
JP-02,cases,t2m,interannual,0,-0.33165492286099585,0.33165492286099585,-0.33165492286099585,0.0,5478,365,predictor_leads_target
JP-02,cases,rh,interannual,0,0.2773473838332629,0.2773473838332629,0.2773473838332629,0.0,5478,365,predictor_leads_target
JP-02,cases,ah,interannual,0,0.16599715307578178,0.16599715307578178,0.16599715307578178,0.0,5478,365,predictor_leads_target
JP-02,cases,t2m_std_anom,interannual,365,-0.1635129837569317,0.1635129837569317,-0.08772079753508569,0.07579218622184603,5113,365,predictor_leads_target
JP-02,cases,w2c_event,interannual,74,-0.13740360652043127,0.13740360652043127,-0.13007520836745937,0.007328398152971899,5404,365,predictor_leads_target
JP-02,cases,nw_wind,interannual,330,-0.10469872661101702,0.10469872661101702,-0.0409322157559808,0.06376651085503622,5148,365,predictor_leads_target
JP-02,cases,w2c_transition_intensity,interannual,3,-0.09615282340110261,0.09615282340110261,-0.09496322887279474,0.0011895945283078718,5475,365,predictor_leads_target
JP-02,cases,tp,interannual,355,0.041192501937905225,0.041192501937905225,-0.00950941659970597,0.03168308533819925,5123,365,predictor_leads_target
JP-02,cases,rh,seasonal_subannual,0,-0.26521615611023786,0.26521615611023786,-0.26521615611023786,0.0,5478,60,predictor_leads_target
JP-02,cases,ah,seasonal_subannual,50,0.218715256731251,0.218715256731251,-0.14176109163284104,0.07695416509840997,5428,60,predictor_leads_target
JP-02,cases,nw_wind,seasonal_subannual,7,0.20187658403447442,0.20187658403447442,0.1596487546461997,0.04222782938827471,5471,60,predictor_leads_target
JP-02,cases,t2m,seasonal_subannual,53,0.09112588722931896,0.09112588722931896,-0.03545435445776885,0.055671532771550104,5425,60,predictor_leads_target
JP-02,cases,t2m_std_anom,seasonal_subannual,2,-0.09041928270339697,0.09041928270339697,-0.08872769170833557,0.001691590995061401,5476,60,predictor_leads_target
JP-02,cases,tp,seasonal_subannual,34,0.06058206447336699,0.06058206447336699,-0.03307091880591016,0.027511145667456827,5444,60,predictor_leads_target
JP-02,cases,w2c_transition_intensity,seasonal_subannual,42,0.04870833832649617,0.04870833832649617,0.008501313175948114,0.040207025150548054,5436,60,predictor_leads_target
JP-02,cases,c2w_transition_intensity,seasonal_subannual,46,-0.04058422571664098,0.04058422571664098,-0.0024333593194228106,0.03815086639721817,5432,60,predictor_leads_target
JP-02,cases,c2w_event,seasonal_subannual,46,-0.02966716959882512,0.02966716959882512,-0.020884559220118528,0.008782610378706594,5432,60,predictor_leads_target
JP-02,cases,w2c_event,seasonal_subannual,44,0.01998136172614905,0.01998136172614905,0.004760850981118223,0.015220510745030828,5434,60,predictor_leads_target
JP-02,cases,ah,semiannual,66,-0.8776589341446612,0.8776589341446612,0.5646891477007239,0.31296978644393736,5412,90,predictor_leads_target
JP-02,cases,rh,semiannual,83,-0.8757407772610543,0.8757407772610543,0.8428666065656961,0.03287417069535814,5395,90,predictor_leads_target
JP-02,cases,t2m,semiannual,21,-0.7520443606311413,0.7520443606311413,-0.5745348414300517,0.1775095192010896,5457,90,predictor_leads_target
JP-02,cases,tp,semiannual,53,-0.7248526531192531,0.7248526531192531,0.17102894442015565,0.5538237086990974,5425,90,predictor_leads_target
JP-02,cases,nw_wind,semiannual,12,0.5630052662175212,0.5630052662175212,0.5130912566634704,0.04991400955405079,5466,90,predictor_leads_target
JP-02,cases,t2m_std_anom,semiannual,45,0.10485166031707267,0.10485166031707267,-0.045917348604172535,0.05893431171290014,5433,90,predictor_leads_target
JP-02,cases,c2w_transition_intensity,semiannual,0,0.09630224641130966,0.09630224641130966,0.09630224641130966,0.0,5478,90,predictor_leads_target
JP-02,cases,w2c_event,semiannual,0,0.0927196000428142,0.0927196000428142,0.0927196000428142,0.0,5478,90,predictor_leads_target
JP-02,cases,c2w_event,semiannual,84,-0.07415645938109822,0.07415645938109822,0.0688361670569706,0.005320292324127618,5394,90,predictor_leads_target
JP-02,cases,c2w_event,subseasonal,8,-0.06779040490971681,0.06779040490971681,0.049391379009796565,0.01839902589992025,5470,30,predictor_leads_target
JP-02,cases,c2w_transition_intensity,subseasonal,19,0.06210629892931971,0.06210629892931971,0.052782005193481134,0.009324293735838575,5459,30,predictor_leads_target
JP-02,cases,t2m_std_anom,subseasonal,15,0.046906629195543434,0.046906629195543434,0.001660174142741626,0.04524645505280181,5463,30,predictor_leads_target
JP-02,cases,t2m,subseasonal,15,0.04406240278412359,0.04406240278412359,0.005518414916867071,0.03854398786725652,5463,30,predictor_leads_target
JP-02,cases,ah,subseasonal,9,-0.04167108847583721,0.04167108847583721,-0.0014049559431216772,0.040266132532715534,5469,30,predictor_leads_target
JP-02,cases,rh,subseasonal,26,0.036386824816261654,0.036386824816261654,-0.005747702144674956,0.030639122671586697,5452,30,predictor_leads_target
JP-02,cases,nw_wind,subseasonal,2,0.03293832079743125,0.03293832079743125,0.016779254419443595,0.016159066377987658,5476,30,predictor_leads_target
